date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Diablo Valley,L,5-4,5,4,1,win,20190126_i0hl,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Feb 5,home,Merced,W,2-0,2,0,2,win,20190205_gv5f,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Feb 7,home,Canada,W,9-1,9,1,8,win,20190207_q493,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Feb 9,home,Diablo Valley,L,10-4,10,4,6,win,20190209_pydp,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Feb 12,home,San Joaquin Delta,L,16-6,16,6,10,win,20190212_rc48,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Feb 14,home,Gavilan,W,10-4,10,4,6,win,20190214_0gus,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Feb 21,home,Marin,L,6-5,6,5,1,win,20190221_qf4h,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Mar 2,home,Gavilan,W,13-1,13,1,12,win,20190302_jctk,2,0,1,,,,0,,1,,,,,,1,0,,,,,2,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Mar 4,home,West Valley,L,4-2,4,2,2,win,20190304_pd9u,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Mar 12,home,De Anza,W,16-4,16,4,12,win,20190312_mj94,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Mar 16,home,Chabot,L,10-9,10,9,1,win,20190316_57si,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Mar 21,home,San Francisco,W,12-3,12,3,9,win,20190321_nal5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Mar 27,home,Skyline,W,9-0,9,0,9,win,20190327_e05q,4,0,0,,,,0,,2,,,,,,0,0,,,2,,4,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Apr 2,home,Mission,L,19-4,19,4,15,win,20190402_52o4,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Apr 20,home,San Francisco,W,10-0,10,0,10,win,20190420_8k0j,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
Apr 27,home,Monterey Peninsula,W,3-2,3,2,1,win,20190427_1sm1,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2019,2018-19,San Mateo,sanmateo,oscarmurrayhvgm,Oscar Murray
