date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Yuba,L,8-2,8,2,6,win,20140131_902y,3,0,1,,,,0,,1,,,1,,,1,0,,1,,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 1,home,Yuba,L,8-6,8,6,2,win,20140201_dpyv,3,0,1,,,,1,1,,,,,,,1,0,,2,,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 13,home,Modesto,L,6-0,6,0,6,win,20140213_hcsx,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 14,home,Ohlone,L,3-1,3,1,2,win,20140214_jqcm,3,0,1,,,,0,,1,,,,,1,1,0,,2,,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 14,home,Mission,L,11-7,11,7,4,win,20140214_kg4c,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 15,home,Mission,L,4-2,4,2,2,win,20140215_wrw8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 16,home,Modesto,L,2-1,2,1,1,win,20140215_nt57,4,0,1,1,,,1,,,,,,,,2,1,,2,1,2.00,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 19,home,Diablo Valley,L,2-0,2,0,2,win,20140219_zqub,4,0,0,,,,0,,1,,,,,,0,0,1,3,,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 20,home,Los Medanos,L,8-5,8,5,3,win,20140220_5d2q,4,0,1,,,,0,,,,,,,,1,0,,,3,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 20,home,Los Medanos,L,4-2,4,2,2,win,20140220_4rjq,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Feb 21,home,Cosumnes River,L,10-1,10,1,9,win,20140221_0ife,3,0,1,,,,0,,,,,,,,1,0,,,2,,3,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 2,home,Shasta,W,6-5,6,5,1,win,20140302_sb0u,5,0,1,,,,0,,1,,,,,,1,0,,2,1,2.00,5,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 2,home,Shasta,L,12-2,12,2,10,win,20140302_zjaa,0,0,0,,,,1,,,,,1,,,0,0,,,,,1,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 7,home,Butte,L,7-1,7,1,6,win,20140307_9gdm,3,1,0,,,,0,,1,,,1,,,0,0,,,1,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 8,home,Butte,L,3-1,3,1,2,win,20140308_drru,3,0,0,,,,0,,,,,,,,0,0,,3,,,3,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 14,home,Feather River,L,6-3,6,3,3,win,20140314_s8t7,5,0,0,,,,0,,,,,,,,0,0,,4,1,4.00,5,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 15,home,Feather River,L,3-1,3,1,2,win,20140315_pusw,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 15,home,Feather River,L,11-10,11,10,1,win,20140315_cnzt,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Mar 21,home,Siskiyous,L,11-1,11,1,10,win,20140321_oa5b,2,0,0,,,,0,,,,,,,,0,0,,1,1,1.00,2,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 4,home,Shasta,W,7-6,7,6,1,win,20140404_dkah,3,0,0,,,,1,,,,,,1,,0,0,,3,1,3.00,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 5,home,Shasta,W,5-3,5,3,2,win,20140405_71p4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 5,home,Shasta,L,9-4,9,4,5,win,20140405_6zg5,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 9,home,Butte,W,3-0,3,0,3,win,20140409_tzys,3,0,0,,,,0,,,,,,,,0,0,,1,1,1.00,3,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 12,home,Feather River,L,3-2,3,2,1,win,20140412_cu8j,3,1,2,,,,0,,,,,,,,2,0,,,1,,3,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 16,home,Redwoods,L,10-2,10,2,8,win,20140416_63xz,4,0,1,,,,1,,1,,,,,,1,0,,,2,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 16,home,Redwoods,L,5-4,5,4,1,win,20140416_1hrt,3,1,1,,,,0,,,,,1,,,1,0,,2,,,4,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
Apr 19,home,Siskiyous,L,7-0,7,0,7,win,20140419_9t2i,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2014,,Lassen,lassen,colbychavez54cq,Colby Chavez
