date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Canyons,W,5-4,5,4,1,win,20180201_e3hw,3,0,2,1,,,0,,1,,,,,,3,1,,,,,3,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 3,home,Canyons,L,8-3,8,3,5,win,20180203_qwbr,3,0,2,1,,,0,1,1,,,1,,,3,1,,,,,5,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 6,home,Cerritos,L,1-0,1,0,1,win,20180206_1zx4,3,0,0,,,,0,,1,,,,,,0,0,,2,,,3,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 8,home,Compton,W,17-3,17,3,14,win,20180208_8pti,3,1,1,,,,0,,,,,,,,1,0,,1,,,3,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 10,home,Cerritos,L,6-3,6,3,3,win,20180210_vok7,3,0,0,,,,0,,1,,,,,,0,0,,3,,,3,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 13,home,Mt. San Antonio,L,7-5,7,5,2,win,20180213_38bz,3,1,1,,,,0,1,1,,,,,,1,0,,1,,,4,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 15,home,Mt. San Antonio,L,13-10,13,10,3,win,20180215_ajaf,4,1,2,,,,1,,1,,,1,,,2,0,,1,,,5,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 16,home,San Bernardino Valley,W,11-7,11,7,4,win,20180216_nonb,4,0,0,,,,0,,3,,,,,,0,0,,,1,,4,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 17,home,San Diego Mesa,W,6-3,6,3,3,win,20180217_sd23,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 20,home,Desert,W,11-6,11,6,5,win,20180220_bojc,4,0,1,1,,,1,1,,,,,,,2,1,,3,,,5,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 22,home,Desert,W,10-3,10,3,7,win,20180222_zr5t,1,0,1,,,,1,,,,,1,,,1,0,,,,,2,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 23,home,East Los Angeles,W,8-3,8,3,5,win,20180223_isgv,4,0,1,,,,0,1,,,,,,,1,0,,2,1,2.00,5,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Feb 24,home,Oxnard,L,7-4,7,4,3,win,20180224_370g,2,0,1,,,,0,,1,,,1,,,1,0,,,,,3,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Mar 3,home,San Diego City,W,16-1,16,1,15,win,20180303_eu78,3,0,1,,,,0,,,,,,,,1,0,,2,,,3,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
Mar 6,home,Orange Coast,L,13-2,13,2,11,win,20180306_3t9e,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2018,,Santa Ana,santaana,adamcendejasu3ue,Adam Cendejas
