date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Siskiyous,L,17-2,17,2,15,win,20190125_9ibw,4,0,2,1,,,0,,2,,,,,,3,1,,,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Jan 26,home,Siskiyous,W,10-3,10,3,7,win,20190126_27y6,3,1,1,1,,,2,1,,1,,1,,,2,1,,,2,,5,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Jan 26,home,Siskiyous,L,4-2,4,2,2,win,20190126_rqq2,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Jan 29,home,Merced,L,18-2,18,2,16,win,20190129_evuc,3,0,1,,,,1,,,,,,,,1,0,,1,1,1.00,3,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Feb 6,home,West Hills Coalinga,W,9-8,9,8,1,win,20190206_w1yf,5,0,1,,,,1,,,,,,,1,1,0,,2,3,0.67,6,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Feb 7,home,Folsom Lake,L,9-2,9,2,7,win,20190207_vga5,3,0,0,,,,0,1,2,,,,,,0,0,,1,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Feb 7,home,Folsom Lake,L,7-2,7,2,5,win,20190207_gw2g,4,0,2,1,,,1,,1,,,,,,3,1,,1,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Feb 12,home,West Hills Coalinga,W,7-3,7,3,4,win,20190212_jk9y,4,1,2,1,,,0,1,1,,,,,,3,1,,1,,,5,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 12,home,Ohlone,L,14-3,14,3,11,win,20190312_3rcr,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 14,home,Ohlone,L,10-1,10,1,9,win,20190314_0zsd,3,1,0,,,,0,1,1,,,,,,0,0,,2,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 16,home,Ohlone,L,8-1,8,1,7,win,20190316_1exz,3,1,1,1,,,0,1,1,,,,,,2,1,,,1,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 19,home,Canada,L,11-0,11,0,11,win,20190319_lfgg,3,0,1,,,,0,1,,,,,,,1,0,,1,1,1.00,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 21,home,Canada,L,13-5,13,5,8,win,20190321_loly,5,2,4,,,,0,,,,,,,,4,0,,1,,,5,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 23,home,Canada,L,19-6,19,6,13,win,20190323_u3yu,3,1,2,,,1,3,,,,,,1,,5,1,,,2,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 26,home,Chabot,L,15-12,15,12,3,win,20190326_2cpi,5,3,2,,,,0,1,,,,,,,2,0,,,2,,6,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 28,home,West Valley,W,11-7,11,7,4,win,20190328_u1ca,4,0,1,,,,1,1,1,,,,,,1,0,,1,1,1.00,5,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Mar 30,home,De Anza,L,18-14,18,14,4,win,20190330_1vsj,4,2,1,,,,1,1,1,,,1,,,1,0,,2,,,6,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 2,home,Monterey Peninsula,L,9-6,9,6,3,win,20190402_jzrt,5,0,2,,,,0,,2,,,,,,2,0,,,,,5,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 4,home,Monterey Peninsula,L,18-1,18,1,17,win,20190404_81gh,4,0,1,,,,0,,,,,,,,1,0,,3,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 6,home,Monterey Peninsula,L,19-6,19,6,13,win,20190406_55jq,3,1,0,,,,0,2,2,,,,,,0,0,,1,,,5,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 9,home,Skyline,L,10-0,10,0,10,win,20190409_ch0u,2,0,0,,,,0,2,2,,,,,,0,0,,,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 10,home,Hartnell,L,23-17,23,17,6,win,20190410_veuv,4,1,1,1,,,0,2,2,,,,,,2,1,,1,,,6,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 11,home,Skyline,L,18-6,18,6,12,win,20190411_ww8b,3,0,1,,,,0,1,2,,,,,,1,0,,,,,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
Apr 13,home,Skyline,L,3-2,3,2,1,win,20190413_ts9g,4,0,0,,,,0,,,,,,,,0,0,,3,1,3.00,4,2019,2018-19,Gavilan,gavilan,christophermolinaclyd,Christopher Molina
