date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,Southwestern,L,9-3,9,3,6,win,20150130_6o3o,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Jan 31,home,Desert,L,5-4,5,4,1,win,20150131_7b4w,1,1,0,,,,0,,,,,1,,1,0,0,,1,1,1.00,3,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Feb 3,home,Palomar,L,4-3,4,3,1,win,20150203_inmu,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Feb 5,home,Cuesta,W,9-1,9,1,8,win,20150205_c9df,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Feb 6,home,Cuesta,W,14-8,14,8,6,win,20150206_m0a8,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Feb 10,home,Long Beach,W,6-5,6,5,1,win,20150210_55d0,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Feb 12,home,Long Beach,L,6-2,6,2,4,win,20150212_wnl8,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Feb 14,home,Long Beach,W,8-1,8,1,7,win,20150214_r7lv,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Apr 7,home,Cypress,L,15-9,15,9,6,win,20150407_2385,1,0,0,,,,1,,,,,,,,0,0,,1,,,1,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
Apr 14,home,Irvine Valley,W,2-0,2,0,2,win,20150414_gdpa,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
May 1,home,Long Beach,W,18-3,18,3,15,win,20150501_jfaw,0,1,0,,,,0,2,,,,,,,0,0,,,,,2,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
May 8,home,Glendale,L,13-0,13,0,13,win,20150508_yu00,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2015,2014-15,Orange Coast,orangecoast,tylerrios23ji,Tyler Rios
