date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Porterville,W,17-3,17,3,14,win,20180126_lkry,5,1,1,,,,0,2,,,,,,,1,0,,1,3,0.33,7,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Jan 27,home,Porterville,W,4-1,4,1,3,win,20180127_c4ct,5,1,3,,1,,0,,1,,,,,,5,1,,1,,,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Jan 27,home,Porterville,W,12-3,12,3,9,win,20180127_hy2m,5,2,2,,,,1,1,1,1,,,,,2,0,,2,,,6,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 1,home,Sierra,W,10-1,10,1,9,win,20180201_yigu,5,2,2,,,1,2,,1,,,,,,5,1,1,1,1,1.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 2,home,Yuba,L,10-5,10,5,5,win,20180202_w2u8,5,1,1,,,,2,,2,,,,,,1,0,,2,,,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 3,home,Yuba,L,8-5,8,5,3,win,20180203_st8z,4,0,0,,,,0,,1,,,,,,0,0,,3,,,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 3,home,Yuba,W,3-1,3,1,2,win,20180203_gniw,3,0,1,,,,0,,1,,,,,,1,0,,,1,,3,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 8,home,Napa Valley,L,9-4,9,4,5,win,20180208_64c7,3,1,1,,,,1,1,,,,,,,1,0,,1,1,1.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 9,home,Cosumnes River,L,14-4,14,4,10,win,20180209_ka1a,3,1,2,,,,1,,1,,,1,,,2,0,,,,,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 10,home,Cosumnes River,L,6-4,6,4,2,win,20180210_0k98,4,0,0,,,,0,,1,,,,,,0,0,1,2,1,2.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 10,home,Cosumnes River,W,7-6,7,6,1,win,20180210_s2dx,3,0,1,1,,,2,1,,,,,,,2,1,,1,1,1.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Feb 15,home,Marin,L,7-4,7,4,3,win,20180215_1wbh,3,0,1,,,,0,,,,1,,,,1,0,1,2,,,3,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 5,home,Butte,L,12-2,12,2,10,win,20180305_6ncu,4,0,2,,,,0,,,,,,,,2,0,,,2,,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 10,home,Shasta,W,10-0,10,0,10,win,20180310_dsfw,3,0,2,,,,3,,,,,,1,,2,0,,1,1,1.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 11,home,Shasta,L,10-7,10,7,3,win,20180311_st4t,4,1,0,,,,0,,1,,,,,,0,0,,1,1,1.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 19,home,Feather River,L,7-4,7,4,3,win,20180319_a057,3,1,1,,,,1,,,,,,1,1,1,0,,3,1,3.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 20,home,Feather River,L,9-2,9,2,7,win,20180320_46i1,5,0,1,,,,0,,,,,,,,1,0,,2,1,2.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 26,home,Redwoods,W,14-6,14,6,8,win,20180326_fuph,4,2,2,1,,,3,,,,,,1,,3,1,,1,2,0.50,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 26,home,Redwoods,L,11-4,11,4,7,win,20180326_yx5n,5,0,1,,,,0,,,,,,,,1,0,1,2,1,2.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 27,home,Redwoods,W,10-5,10,5,5,win,20180327_uz4y,5,1,1,,1,,2,,,,,,,,3,1,,2,2,1.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 30,home,Siskiyous,W,7-3,7,3,4,win,20180330_9ffx,2,1,1,,,,2,,,,,2,1,,1,0,1,1,1,1.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 31,home,Siskiyous,W,5-0,5,0,5,win,20180331_zmf7,5,1,2,,,,0,,,2,,,,,2,0,,2,1,2.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Mar 31,home,Siskiyous,W,9-4,9,4,5,win,20180331_78r8,4,1,2,,,,3,,,,,1,,,2,0,,,2,,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 8,home,Butte,L,13-2,13,2,11,win,20180408_2nrc,2,0,1,,,,0,,,,,,,,1,0,,,1,,2,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 8,home,Butte,L,9-8,9,8,1,win,20180408_rco7,4,1,1,,,1,4,,,,,,1,,4,1,1,2,2,1.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 9,home,Butte,W,8-4,8,4,4,win,20180409_9ijq,4,1,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 13,home,Shasta,W,5-2,5,2,3,win,20180413_z4b1,3,1,0,,,,0,1,,,,,,,0,0,,2,1,2.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 14,home,Shasta,W,4-3,4,3,1,win,20180414_yt7f,4,0,2,,,,2,,,,1,,,,2,0,,,1,,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 14,home,Shasta,W,7-0,7,0,7,win,20180414_r628,4,1,2,1,,1,4,,,,,,,,6,2,,1,1,1.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 20,home,Feather River,L,12-4,12,4,8,win,20180420_nmpu,4,1,2,,,,1,,,,,,,,2,0,,,2,,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 20,home,Feather River,L,7-0,7,0,7,win,20180420_1c5y,3,0,0,,,,0,,,,,1,,,0,0,,2,1,2.00,4,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 21,home,Feather River,L,7-6,7,6,1,win,20180421_n9uv,3,1,1,,,,0,2,,,,,,,1,0,1,1,1,1.00,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 25,home,Redwoods,L,15-0,15,0,15,win,20180425_sxm2,1,0,0,,,,0,1,,,,,,,0,0,,,1,,2,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
Apr 25,home,Redwoods,L,5-4,5,4,1,win,20180425_k8ny,5,0,3,,,,2,,1,,,,,,3,0,,1,,,5,2018,2017-18,Lassen,lassen,robertlujanqmfw,Robert Lujan
