date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Laney,L,7-2,7,2,5,win,20220127_kr9h,4,1,1,,,,0,,1,,,,,,1,0,,1,1,1.00,4,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Jan 28,home,Laney,L,16-8,16,8,8,win,20220128_quse,3,1,2,1,,,2,2,1,,,,,,3,1,,,,,5,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 1,home,San Francisco,W,8-7,8,7,1,win,20220201_plv8,2,1,1,1,,,1,3,,,,,,,2,1,,1,,,5,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 5,home,Laney,L,8-1,8,1,7,win,20220205_n2ny,4,0,1,1,,,0,,1,,,,,,2,1,,2,,,4,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 8,home,Sierra,L,23-5,23,5,18,win,20220208_1zrs,2,1,0,,,,0,1,,,,,,,0,0,1,1,,,3,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 10,home,Sierra,L,15-8,15,8,7,win,20220210_hih6,3,0,1,,,,0,,,,1,,,,1,0,,2,,,3,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 11,home,Redwoods,L,14-10,14,10,4,win,20220211_7eu5,5,0,1,,,,0,,1,,,,,,1,0,,1,2,0.50,5,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 11,home,Redwoods,W,3-1,3,1,2,win,20220211_rqaf,2,1,1,,,,0,1,1,1,,,,,1,0,,,,,3,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 12,home,Redwoods,W,6-5,6,5,1,win,20220212_2n7i,3,0,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
Feb 15,home,Folsom Lake,L,9-6,9,6,3,win,20220215_nb4n,4,0,0,,,,0,1,1,,,,,,0,0,,2,1,2.00,5,2022,2021-22,De Anza,deanza,cesarortegajrs934,Cesar Ortega Jr.
