date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,Santa Ana,L,6-0,6,0,6,win,20150130_etxa,2,0,0,,,,0,,1,,,,,1,0,0,1,2,,,3,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Jan 31,home,Orange Coast,W,5-4,5,4,1,win,20150131_7b4w,2,1,1,,,,0,1,,,,1,,,1,0,,1,,,4,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 3,home,San Diego Mesa,L,12-0,12,0,12,win,20150203_39m5,2,0,0,,,,0,,,,,1,,,0,0,,2,,,3,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 5,home,Palomar,L,19-0,19,0,19,win,20150205_kjd3,2,0,1,,,,0,,,,,,,,1,0,,,1,,2,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 10,home,Riverside,L,12-5,12,5,7,win,20150210_zvrb,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 11,home,Orange Coast,L,6-4,6,4,2,win,20150211_yp35,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 17,home,Cypress,L,22-1,22,1,21,win,20150217_f0sh,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 19,home,Palomar,L,3-1,3,1,2,win,20150219_i3jw,1,0,0,,,,0,,,,,1,,,0,0,,,1,,2,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 21,home,Rio Hondo,L,13-2,13,2,11,win,20150221_dpqc,3,0,0,,,,0,,1,,,,,,0,0,1,1,1,1.00,3,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 24,home,Barstow,L,5-4,5,4,1,win,20150224_rxw2,2,0,1,,,,1,1,,,,,,1,1,0,,1,1,1.00,4,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 26,home,Chaffey,W,5-1,5,1,4,win,20150226_ywbl,3,1,1,,,,0,,1,,,1,,,1,0,,,1,,4,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Feb 28,home,Cerro Coso,W,15-8,15,8,7,win,20150228_q1ll,3,4,1,1,,,0,2,,,,1,,,2,1,,,1,,6,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Mar 3,home,San Bernardino,L,10-2,10,2,8,win,20150303_b3hk,3,0,2,,,,1,,,,,,1,,2,0,,1,1,1.00,4,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Mar 5,home,Victor Valley,L,4-0,4,0,4,win,20150305_n92p,1,0,0,,,,0,1,,,,1,,,0,0,,1,,,3,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Mar 10,home,Rio Hondo,L,5-1,5,1,4,win,20150310_8f1m,3,0,1,,,,0,1,1,,,,,,1,0,,1,,,4,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
Mar 12,home,Rio Hondo,L,8-4,8,4,4,win,20150312_ryz8,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2015,2014-15,Desert,desert,luiscerda8leo,Luis Cerda
