date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Cerro Coso,W,16-15,16,15,1,win,20130201_gftl,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 2,home,Cerro Coso,W,12-1,12,1,11,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 2,home,Cerro Coso,L,6-3,6,3,3,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 7,home,Gavilan,L,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 8,home,Gavilan,L,13-4,13,4,9,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 9,home,Gavilan,L,6-1,6,1,5,win,20130209_6oxe,4,0,0,,,,0,,2,,,,,,0,0,,1,1,1.00,4,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 16,home,Allan Hancock,L,7-0,7,0,7,win,20130216_ftrb,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 22,home,Mendocino,L,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 23,home,Mendocino,W,7-1,7,1,6,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 26,home,Porterville,W,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Feb 28,home,Porterville,W,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 2,home,Porterville,L,12-9,12,9,3,win,20130302_tnpi,1,1,1,,,,1,,,,,,,,1,0,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 5,home,Sequoias,W,9-7,9,7,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 7,home,Sequoias,W,8-0,8,0,8,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 11,home,Sequoias,W,5-2,5,2,3,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 12,home,Reedley,L,13-1,13,1,12,win,20130312_mpjc,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 14,home,Reedley,W,4-3,4,3,1,win,20130314_n65n,4,0,0,,,,1,,,,,,,,0,0,1,4,,,4,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 16,home,Reedley,W,4-2,4,2,2,win,20130316_u8ay,3,0,0,,,,0,,1,,,,,,0,0,1,,2,,3,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 19,home,Merced,L,11-0,11,0,11,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 21,home,Merced,L,9-2,9,2,7,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 23,home,Merced,L,7-4,7,4,3,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 29,home,Victor Valley,W,12-1,12,1,11,win,20130329_52x7,1,1,1,1,,,0,,,,,,,,2,1,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 30,home,Victor Valley,W,10-3,10,3,7,win,20130330_21yz,2,0,2,1,,,0,,,,1,,,,3,1,,,,,2,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Mar 30,home,Victor Valley,W,9-1,9,1,8,win,20130330_tm0d,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 2,home,Taft,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 4,home,Taft,L,4-2,4,2,2,win,20130404_q2wd,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 6,home,Taft,L,1-0,1,0,1,win,20130406_ydfm,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 9,home,Fresno City,L,9-1,9,1,8,win,20130409_6130,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 11,home,Fresno City,L,7-3,7,3,4,win,20130411_tzxl,4,0,1,,,,0,,1,,,1,,,1,0,,1,1,1.00,5,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 13,home,Fresno City,L,15-8,15,8,7,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 16,home,Taft,L,9-0,9,0,9,win,20130416_4s1p,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 18,home,Reedley,W,9-7,9,7,2,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 20,home,Porterville,L,6-1,6,1,5,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 21,home,Fresno City,L,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 23,home,Sequoias,L,11-5,11,5,6,win,20130423_4l3b,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
Apr 26,home,Merced,L,7-3,7,3,4,win,,,,,,,,,,,,,,,,,,,,,,,2013,,West Hills Coalinga,westhillscoalinga,jacobsuenxbl,Jacob Sue
