date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Merced,W,6-3,6,3,3,win,20230127_ikr9,4,1,2,,,1,2,,2,,,,,,5,1,,,,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Jan 31,home,Diablo Valley,L,4-3,4,3,1,win,20230131_004v,4,1,1,,,,0,,3,,,,,,1,0,1,,,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 3,home,Redwoods,W,14-3,14,3,11,win,20230203_51kk,0,0,0,,,,1,,,,,1,,,0,0,,,,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 3,home,Redwoods,W,14-1,14,1,13,win,20230203_sa0k,3,0,2,1,,,0,,1,,,,,,3,1,,,,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 4,home,Diablo Valley,L,8-6,8,6,2,win,20230204_z321,4,1,1,,,,0,,1,,,,,,1,0,,1,,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 7,home,Marin,L,20-1,20,1,19,win,20230207_jtnu,2,1,0,,,,0,1,1,,,,,,0,0,,1,,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 9,home,Reedley,W,9-4,9,4,5,win,20230209_tvhg,5,1,0,,,,1,,4,,,,,,0,0,,,,,5,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 11,home,Reedley,L,7-5,7,5,2,win,20230211_2rhg,4,1,1,,,1,2,,1,,,,,,4,1,,1,1,1.00,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 14,home,Los Medanos,L,9-6,9,6,3,win,20230214_9h0t,5,1,1,,,,0,,2,,,,,,1,0,,,2,,5,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 16,home,West Hills Coalinga,W,14-2,14,2,12,win,20230216_kvfv,3,2,1,,,1,2,,1,,,1,,,4,1,,,1,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 18,home,West Hills Coalinga,W,12-7,12,7,5,win,20230218_var2,5,1,1,,,,0,,,,,,,,1,0,,1,2,0.50,5,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Feb 25,home,Yuba,W,6-0,6,0,6,win,20230225_zair,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Mar 1,home,West Valley,L,14-8,14,8,6,win,20230301_4263,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Mar 2,home,San Mateo,L,9-0,9,0,9,win,20230302_5e0f,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Mar 4,home,Chabot,L,9-2,9,2,7,win,20230304_lvaz,2,0,0,,,,0,,2,,,1,,,0,0,,,,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Mar 15,home,Cabrillo,L,8-2,8,2,6,win,20230315_170d,2,1,0,,,,0,1,1,,,,,,0,0,,1,,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Mar 18,home,Cabrillo,L,5-3,5,3,2,win,20230318_uhgb,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Apr 4,home,Gavilan,W,17-0,17,0,17,win,20230404_6mlp,1,1,0,,,,0,,1,,,2,,,0,0,,,,,3,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Apr 8,home,Gavilan,W,19-5,19,5,14,win,20230408_wwyy,2,2,1,,,1,2,,,,,1,1,,4,1,,1,1,1.00,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
Apr 11,home,De Anza,W,14-3,14,3,11,win,20230411_bobo,3,1,0,,,,0,1,1,,,,,,0,0,,,2,,4,2023,2022-23,Monterey Peninsula,montereypeninsula,cameronestesnd75,Cameron Estes
