date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Reedley,W,16-5,16,5,11,win,20180128_47ul,1,1,0,,,,0,,1,,,,,,0,0,,,,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 2,home,Shasta,W,20-2,20,2,18,win,20180202_jb78,4,3,1,1,,,1,1,1,,,1,,,2,1,,,2,,6,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 3,home,Feather River,L,5-0,5,0,5,win,20180203_y2j4,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 8,home,Solano,W,11-6,11,6,5,win,20180208_sfwa,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 10,home,Solano,W,13-1,13,1,12,win,20180210_0aal,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 13,home,Butte,L,15-12,15,12,3,win,20180213_skxo,2,0,1,1,,,0,,1,,,,,,2,1,,,,,2,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 16,home,Contra Costa,W,15-5,15,5,10,win,20180216_39n3,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Feb 28,home,Modesto,W,11-2,11,2,9,win,20180228_bq0a,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Mar 6,home,American River,W,21-2,21,2,19,win,20180306_02wk,1,1,1,1,,,1,,,,,,,,2,1,,,,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
Mar 8,home,American River,W,10-1,10,1,9,win,20180308_mf95,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2018,,Sierra,sierra,chasethatcher22mx,Chase Thatcher
