date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Sequoias,L,14-11,14,11,3,win,20230203_wxzi,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Feb 4,home,Sequoias,W,8-2,8,2,6,win,20230204_gshr,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Feb 14,home,Diablo Valley,L,6-5,6,5,1,win,20230214_zfiv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Feb 16,home,Lassen,W,7-6,7,6,1,win,20230216_b0sr,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Feb 17,home,Chabot,W,9-8,9,8,1,win,20230217_mwwh,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Feb 21,home,Santa Rosa,L,21-9,21,9,12,win,20230221_gl57,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Feb 25,home,San Mateo,L,3-1,3,1,2,win,20230225_4i8u,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Mar 3,home,Mendocino,L,10-9,10,9,1,win,20230303_nrjr,0,0,0,,,,0,,,,1,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Mar 15,home,Contra Costa,W,11-0,11,0,11,win,20230315_m05c,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Mar 31,home,Los Medanos,L,8-2,8,2,6,win,20230331_ioh3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Apr 4,home,Laney,W,9-3,9,3,6,win,20230404_2upl,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Apr 15,home,Mendocino,W,6-0,6,0,6,win,20230415_zcti,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Apr 20,home,Yuba,W,10-5,10,5,5,win,20230420_we1j,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
Apr 28,home,Napa Valley,W,5-1,5,1,4,win,20230428_505t,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
May 5,home,Folsom Lake,L,15-4,15,4,11,win,20230505_e4j2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Marin,marin,rileyphelan0yot,Riley Phelan
