date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Pasadena City,L,8-2,8,2,6,win,20220127_7cii,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Feb 1,home,Mt. San Jacinto,W,13-8,13,8,5,win,20220201_s7ht,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Feb 11,home,Santa Ana,L,15-7,15,7,8,win,20220211_i8ek,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Feb 22,home,San Bernardino Valley,W,16-7,16,7,9,win,20220222_mcib,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Mar 1,home,Victor Valley,W,16-12,16,12,4,win,20220301_k7vo,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Mar 8,home,Antelope Valley,W,5-4,5,4,1,win,20220308_nurs,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Mar 15,home,LA Valley,L,8-7,8,7,1,win,20220315_rhsi,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Mar 22,home,West LA,W,16-12,16,12,4,win,20220322_whnf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Mar 30,home,Glendale,L,10-4,10,4,6,win,20220330_e5wx,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Apr 5,home,Bakersfield,L,12-6,12,6,6,win,20220405_w7ic,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Apr 26,home,LA Mission,L,5-0,5,0,5,win,20220426_x4t9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
Apr 28,home,LA Mission,L,5-2,5,2,3,win,20220428_7xdv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Citrus,citrus,aaronjuarezi83f,Aaron Juarez
