date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Contra Costa,W,27-4,27,4,23,win,20220201_sav0,7,3,3,,1,,6,1,,1,,,,,5,1,,1,2,0.50,8,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 3,home,Contra Costa,W,12-0,12,0,12,win,20220203_4r6r,6,0,0,,,,0,,,,,,,,0,0,1,2,4,0.50,6,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 4,home,Lassen,L,3-1,3,1,2,win,20220204_aqqh,3,1,0,,,,0,,,1,,1,,,0,0,,1,2,0.50,4,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 5,home,Lassen,L,4-1,4,1,3,win,20220205_dp9s,3,0,1,,,,0,,1,,1,,,,1,0,,,1,,3,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 11,home,Contra Costa,W,19-12,19,12,7,win,20220211_wm8s,5,1,0,,,,0,1,1,1,,1,,,0,0,1,,3,,7,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 12,home,Merced,L,7-5,7,5,2,win,20220212_v4sx,4,1,1,,,,0,,,2,,,,,1,0,,2,1,2.00,4,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 17,home,Los Medanos,L,9-2,9,2,7,win,20220217_06my,1,0,0,,,,0,1,,,,,,,0,0,,,1,,2,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 19,home,Mendocino,W,9-6,9,6,3,win,20220219_ybek,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Feb 24,home,Mendocino,W,17-1,17,1,16,win,20220224_mj7f,2,0,1,,,,0,,1,,,,,,1,0,,,,,2,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 1,home,Modesto,W,8-2,8,2,6,win,20220301_50qy,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 2,home,Modesto,L,6-5,6,5,1,win,20220302_37d6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 4,home,Modesto,L,16-10,16,10,6,win,20220304_ie45,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 8,home,Sacramento City,L,20-6,20,6,14,win,20220308_ybis,3,0,0,,,,0,,,,,,,,0,0,,,3,,3,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 10,home,Sacramento City,W,7-6,7,6,1,win,20220310_7qht,5,1,3,1,1,,1,,1,,,,,,6,2,,,1,,5,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 11,home,Sacramento City,L,8-7,8,7,1,win,20220311_j2z8,5,0,1,,,,2,,,1,,,,,1,0,,1,2,0.50,5,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 15,home,American River,W,10-5,10,5,5,win,20220315_6rad,5,1,2,,,,1,,1,2,,,,,2,0,,,2,,5,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
Mar 17,home,American River,W,26-6,26,6,20,win,20220317_vdjt,2,2,1,,,,1,1,1,,,,,1,1,0,,1,,,4,2022,2021-22,Cosumnes River,cosumnesriver,ethanwalkerz96i,Ethan Walker
