date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Mt. San Jacinto,L,7-6,7,6,1,win,20170127_6ith,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Feb 2,home,Glendale,L,7-1,7,1,6,win,20170202_mdpu,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Feb 12,home,Golden West,L,7-2,7,2,5,win,20170212_f8wt,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Feb 22,home,Canyons,L,8-7,8,7,1,win,20170222_pmuw,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Feb 28,home,Santa Ana,L,7-1,7,1,6,win,20170228_r3ck,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 7,home,Mt. San Antonio,W,7-6,7,6,1,win,20170307_xjh6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 11,home,Pasadena City,W,21-0,21,0,21,win,20170311_8jc9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 14,home,Pasadena City,L,6-5,6,5,1,win,20170314_vig2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 18,home,Chaffey,L,6-1,6,1,5,win,20170318_dd8f,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 23,home,El Camino,L,6-1,6,1,5,win,20170323_lvgv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 25,home,El Camino,L,5-1,5,1,4,win,20170325_oxdv,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 28,home,Long Beach,L,4-3,4,3,1,win,20170328_o1ku,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Mar 30,home,Long Beach,L,7-2,7,2,5,win,20170330_yd0t,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 1,home,Long Beach,L,4-3,4,3,1,win,20170401_eb3e,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 4,home,EC-Compton Center,W,4-0,4,0,4,win,20170404_3pcl,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 8,home,EC-Compton Center,W,8-4,8,4,4,win,20170408_p20i,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 12,home,Cuesta,L,5-2,5,2,3,win,20170412_xp3c,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 18,home,LA Harbor,W,10-4,10,4,6,win,20170418_ndfb,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 20,home,LA Harbor,L,6-5,6,5,1,win,20170420_9yit,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
Apr 27,home,East Los Angeles,W,4-2,4,2,2,win,20170427_c5kl,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Cerritos,cerritos,edgarvelasquez6lxo,Edgar Velasquez
