date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Golden West,W,2-0,2,0,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 4,home,Irvine Valley,W,13-2,13,2,11,win,20120204_jl49,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 8,home,Allan Hancock,W,15-14,15,14,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 10,home,Hartnell,W,7-1,7,1,6,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 11,home,Golden West,L,3-2,3,2,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 14,home,Allan Hancock,W,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 15,home,Merced,W,7-6,7,6,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 17,home,Oxnard,W,7-4,7,4,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 18,home,San Diego Mesa,L,10-6,10,6,4,win,20120218_d498,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 19,home,Moorpark,W,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Feb 23,home,Moorpark,W,5-3,5,3,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 1,home,Moorpark,L,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 3,home,West LA,W,5-2,5,2,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 6,home,Canyons,W,18-15,18,15,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 8,home,LA Valley,L,10-7,10,7,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 10,home,Citrus,W,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 13,home,LA Mission,L,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 15,home,Glendale,L,6-5,6,5,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 19,home,LA Pierce,W,12-2,12,2,10,win,20120319_ajme,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 20,home,West LA,W,7-4,7,4,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 22,home,West LA,W,18-6,18,6,12,win,20120322_wcba,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 24,home,Canyons,L,7-4,7,4,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 27,home,Canyons,W,14-0,14,0,14,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 29,home,LA Valley,L,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Mar 31,home,LA Valley,W,6-5,6,5,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Apr 3,home,Sequoias,W,11-2,11,2,9,win,20120403_d8e2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Apr 4,home,Reedley,W,9-0,9,0,9,win,20120404_6dds,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Apr 5,home,Saddleback,W,9-1,9,1,8,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Apr 10,home,Citrus,L,7-5,7,5,2,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Apr 12,home,Citrus,W,17-9,17,9,8,win,20120412_xlv0,1,,,,,,,,1,,,,,,0,0,,,,,1,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
Apr 14,home,LA Mission,W,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2012,2011-12,Bakersfield,bakersfield,scoutvillanuevab0o8,Scout Villanueva
