date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 2,home,Irvine Valley,L,7-6,7,6,1,win,20160202_uy2d,2,0,0,,,,1,,,,,,1,,0,0,1,2,1,2.00,3,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Feb 13,home,Chaffey,W,8-7,8,7,1,win,20160213_xfas,4,1,0,,,,0,,1,,,,,,0,0,,1,1,1.00,4,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Mar 1,home,Ventura,W,5-3,5,3,2,win,20160301_sj6m,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Mar 12,home,Oxnard,L,6-4,6,4,2,win,20160312_pz6o,4,0,1,,,,0,,1,,,,,,1,0,,1,1,1.00,4,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Mar 23,home,LA Valley,L,19-5,19,5,14,win,20160323_kdua,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Mar 26,home,Golden West,L,8-6,8,6,2,win,20160326_r038,4,0,0,,,,0,,,,,,,,0,0,1,1,3,0.33,4,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Apr 15,home,Ventura,W,19-8,19,8,11,win,20160415_pult,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Apr 16,home,Cuesta,W,22-1,22,1,21,win,20160416_4i5e,2,1,1,,,,0,,1,,,,,,1,0,,,,,2,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Apr 23,home,Allan Hancock,L,8-3,8,3,5,win,20160423_c7ja,3,0,1,,,,0,1,1,,,,,,1,0,,,,,4,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
Apr 26,home,Allan Hancock,W,7-5,7,5,2,win,20160426_vyhx,7,1,1,,,,1,,,,,,,,1,0,,5,1,5.00,7,2016,2015-16,Moorpark,moorpark,jeffwilson7opr,Jeff Wilson
