date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Modesto,L,5-3,5,3,2,win,20190125_vk09,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Jan 31,home,Fresno City,L,2-1,2,1,1,win,20190131_8to1,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Feb 1,home,Fresno City,L,15-7,15,7,8,win,20190201_612l,0,1,0,,,,0,2,,,,,,,0,0,,,,,2,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Feb 6,home,Chabot,W,8-1,8,1,7,win,20190206_a0ja,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Feb 19,home,Monterey Peninsula,W,4-2,4,2,2,win,20190219_823t,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Feb 22,home,Monterey Peninsula,L,8-5,8,5,3,win,20190222_pgaa,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Feb 28,home,Merced,L,2-1,2,1,1,win,20190228_ppm3,0,0,0,,,,0,1,,,,,,2,0,0,,2,,,3,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Mar 1,home,Merced,L,10-0,10,0,10,win,20190301_3m3j,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Mar 8,home,Contra Costa,L,6-5,6,5,1,win,20190308_o9yy,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Mar 11,home,Contra Costa,W,19-5,19,5,14,win,20190311_7nqp,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Mar 14,home,Napa Valley,W,12-7,12,7,5,win,20190314_vcno,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Mar 24,home,Mendocino,W,6-5,6,5,1,win,20190324_rzso,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Mar 26,home,Laney,W,5-3,5,3,2,win,20190326_88dd,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Apr 5,home,Solano,W,6-3,6,3,3,win,20190405_f5yq,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Apr 13,home,Marin,L,8-5,8,5,3,win,20190413_8z7k,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Apr 18,home,Yuba,W,7-6,7,6,1,win,20190418_dfkd,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Apr 23,home,Marin,L,9-2,9,2,7,win,20190423_xktz,3,1,1,1,,,0,,,,,,,,2,1,,,2,,3,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
Apr 26,home,Mendocino,W,10-6,10,6,4,win,20190426_r4m8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
May 4,home,Mission,W,11-7,11,7,4,win,20190504_vspg,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
May 10,home,Santa Rosa,W,2-1,2,1,1,win,20190510_e5sp,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
May 18,home,San Joaquin Delta,L,10-5,10,5,5,win,20190518_9zfs,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Los Medanos,losmedanos,mitchhofersxo3,Mitch Hofer
