date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Lassen,L,17-3,17,3,14,win,20180126_lkry,3,1,0,,,,1,1,2,,,,,,0,0,,1,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Jan 27,home,Lassen,L,12-3,12,3,9,win,20180127_hy2m,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Jan 30,home,Antelope Valley,L,8-2,8,2,6,win,20180130_0hiq,3,0,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 1,home,Siskiyous,L,4-3,4,3,1,win,20180201_zifo,4,1,1,,,,0,,1,,,,,,1,0,,1,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 2,home,Siskiyous,L,9-4,9,4,5,win,20180202_ddix,3,0,0,,,,1,,,,,,,,0,0,,2,1,2.00,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 2,home,Siskiyous,L,7-3,7,3,4,win,20180202_rozf,2,0,0,,,,0,,,,,,,,0,0,,1,1,1.00,2,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 3,home,Siskiyous,L,5-4,5,4,1,win,20180203_554g,3,1,2,,,,0,,,1,,,,,2,0,,,1,,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 9,home,Southwestern,L,6-1,6,1,5,win,20180209_dpgm,3,0,0,,,,0,,1,,,,,,0,0,1,2,,,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 10,home,Southwestern,L,14-2,14,2,12,win,20180210_01l7,4,0,1,,,,0,,,,,,,1,1,0,,3,1,3.00,5,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 16,home,Ohlone,L,7-2,7,2,5,win,20180216_8x3w,2,0,0,,,,0,,,,,,,1,0,0,1,2,1,2.00,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 20,home,Barstow,L,6-4,6,4,2,win,20180220_wx55,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 22,home,Barstow,L,12-4,12,4,8,win,20180222_yyny,3,0,0,,,,1,1,,,,,,,0,0,,2,1,2.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 24,home,Modesto,L,6-0,6,0,6,win,20180224_1abd,0,0,0,,,,0,1,,,,,,1,0,0,,1,,,2,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Feb 28,home,Compton,L,8-4,8,4,4,win,20180228_kaqe,4,0,0,,,,0,,1,,,,,,0,0,,,3,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 6,home,Fresno City,L,17-2,17,2,15,win,20180306_unjw,3,0,1,,,,1,1,1,,,,,,1,0,,1,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 8,home,Fresno City,L,18-1,18,1,17,win,20180308_ul2b,2,0,0,,,,0,1,2,,,,,,0,0,,,,,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 9,home,Fresno City,W,6-3,6,3,3,win,20180309_zyvq,3,1,2,,,,1,2,,,,,,,2,0,,1,,,5,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 13,home,Cerro Coso,L,15-8,15,8,7,win,20180313_zlbj,3,2,0,,,,0,,1,,,1,,,0,0,,,1,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 16,home,Cerro Coso,L,16-1,16,1,15,win,20180316_io0t,3,0,1,,,,0,,,,,,,,1,0,,,2,,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 17,home,Cerro Coso,L,11-4,11,4,7,win,20180317_j29m,3,0,0,,,,0,1,1,,,,,,0,0,,2,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 20,home,Sequoias,L,2-0,2,0,2,win,20180320_tbxk,3,0,1,,,,0,,,,,,,,1,0,,2,,,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 23,home,Sequoias,L,8-4,8,4,4,win,20180323_ab5e,4,0,0,,,,0,,2,,,,,,0,0,1,2,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 24,home,Sequoias,L,10-1,10,1,9,win,20180324_64jg,3,0,0,,,,0,,1,,,,,1,0,0,1,3,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 26,home,Antelope Valley,L,8-3,8,3,5,win,20180326_z320,5,0,0,,,,1,,2,,,,,,0,0,,2,1,2.00,5,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Mar 28,home,Victor Valley,W,3-2,3,2,1,win,20180328_7zg8,3,0,1,,,,0,1,,,,,,,1,0,,1,1,1.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 3,home,West Hills Coalinga,W,8-5,8,5,3,win,20180403_wa6s,4,2,1,,,,1,,,,,,,,1,0,,2,1,2.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 5,home,West Hills Coalinga,W,19-7,19,7,12,win,20180405_zruh,4,4,3,,,,0,1,,,,,,,3,0,,,,,5,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 7,home,West Hills Coalinga,W,7-1,7,1,6,win,20180407_rgah,3,0,0,,,,0,1,1,1,,,,,0,0,,1,,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 10,home,Reedley,L,10-1,10,1,9,win,20180410_83eh,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 12,home,Reedley,L,25-1,25,1,24,win,20180412_gg1s,4,1,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 14,home,Reedley,L,1-0,1,0,1,win,20180414_sk8f,2,0,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 17,home,Taft,W,6-5,6,5,1,win,20180417_q6rl,4,0,1,,,,0,,1,,,,,,1,0,,,2,,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 19,home,Taft,L,6-2,6,2,4,win,20180419_gdo8,2,0,0,,,,0,,,,,,,2,0,0,,3,1,3.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 21,home,Taft,L,7-0,7,0,7,win,20180421_mtci,4,0,0,,,,0,,,1,,,,,0,0,,1,2,0.50,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 24,home,Merced,L,4-3,4,3,1,win,20180424_s76u,3,0,1,,,,0,,,,,,,1,1,0,1,2,1,2.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 26,home,Merced,L,18-6,18,6,12,win,20180426_bgk7,3,0,0,,,,0,1,,,,,,,0,0,,2,1,2.00,4,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
Apr 27,home,Merced,L,8-1,8,1,7,win,20180427_mzhi,2,0,0,,,,0,,,,,1,,,0,0,1,1,1,1.00,3,2018,2017-18,Porterville,porterville,brandonlozanoqmuk,Brandon Lozano
