date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Palomar,L,11-4,11,4,7,win,20230127_k7rx,4,0,1,,,,0,,3,,,1,,,1,0,,,,,5,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Jan 28,home,Palomar,W,3-2,3,2,1,win,20230128_e8s6,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 2,home,San Diego Mesa,W,10-3,10,3,7,win,20230202_1j5d,2,1,0,,,,0,1,2,,,1,,,0,0,,,,,4,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 3,home,San Diego Mesa,W,7-0,7,0,7,win,20230203_rga6,2,1,1,1,,,0,,,,,,,,2,1,,,1,,2,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 7,home,Cerritos,W,8-3,8,3,5,win,20230207_khy7,3,1,0,,,,0,1,1,1,,,,,0,0,,,2,,4,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 9,home,Glendale,L,5-3,5,3,2,win,20230209_vkus,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 17,home,Sequoias,L,4-3,4,3,1,win,20230217_560q,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 18,home,Sequoias,L,15-8,15,8,7,win,20230218_rhq3,4,2,1,1,,,0,1,2,,,,,,2,1,,,1,,5,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 19,home,Sequoias,W,8-3,8,3,5,win,20230219_b0qp,2,1,1,,,,0,,,,1,1,,1,1,0,,2,,,4,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 22,home,Bakersfield,W,11-7,11,7,4,win,20230222_6yfa,2,0,0,,,,0,1,,,1,,,,0,0,,1,1,1.00,3,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Feb 23,home,Bakersfield,W,13-2,13,2,11,win,20230223_rtbk,3,1,0,,,,1,1,2,1,,1,,,0,0,,,1,,5,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Mar 3,home,West LA,W,16-3,16,3,13,win,20230303_p27l,4,1,1,1,,,2,,1,,,,,,2,1,,,2,,4,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Mar 4,home,Bakersfield,W,9-0,9,0,9,win,20230304_sjvt,2,1,1,,,,0,,,1,,,,,1,0,,,1,,2,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Mar 7,home,Riverside,L,3-2,3,2,1,win,20230307_gt21,1,0,0,,,,0,,1,1,,,,,0,0,,,,,1,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
Mar 9,home,Riverside,L,17-9,17,9,8,win,20230309_6uoa,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,Golden West,goldenwest,dominicporterzs4s,Dominic Porter
