date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Chaffey,W,5-0,5,0,5,win,20130201_5swv,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 2,home,Victor Valley,W,9-4,9,4,5,win,20130202_ka88,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 2,home,Victor Valley,W,4-3,4,3,1,win,20130202_3895,1,0,0,,,,0,1,,,,,,,0,0,,1,,,2,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 9,home,Cerro Coso,W,2-0,2,0,2,win,20130209_ahq3,2,1,1,,,,0,,1,,,,,1,1,0,,1,,,3,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 9,home,Cerro Coso,W,11-3,11,3,8,win,20130209_yb9r,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 16,home,East Los Angeles,L,6-2,6,2,4,win,20130216_zyn0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 20,home,Orange Coast,L,7-1,7,1,6,win,20130220_yw86,1,0,0,,,,0,1,1,,,,,,0,0,,,,,2,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Feb 28,home,Imperial Valley,W,15-2,15,2,13,win,20130228_cjv0,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Mar 5,home,San Diego City,W,18-3,18,3,15,win,20130305_31om,2,1,0,,,,0,,,,,,,,0,0,,,1,,2,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Mar 19,home,Imperial Valley,W,8-6,8,6,2,win,20130319_90i9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Mar 21,home,Imperial Valley,W,3-0,3,0,3,win,20130321_1x7s,0,0,0,,,,0,,,,,,,1,0,0,,1,,,1,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Mar 23,home,Imperial Valley,W,6-0,6,0,6,win,20130323_j0lf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Mar 29,home,San Diego Mesa,W,7-0,7,0,7,win,20130329_ly66,3,1,1,,,,1,,,,,,,1,1,0,,,2,,4,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Apr 2,home,San Diego City,L,6-5,6,5,1,win,20130402_bbrk,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Apr 4,home,San Diego City,W,2-0,2,0,2,win,20130404_yx8a,3,0,1,,,,0,,,,,,,,1,0,,,2,,3,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
Apr 6,home,San Diego City,L,9-5,9,5,4,win,20130406_tdxp,4,1,1,1,,,0,,,,,,,,2,1,,1,2,0.50,4,2013,2012-13,Southwestern,southwestern,wesleyaguilarsgaf,Wesley Aguilar
