date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 6,home,West Hills Coalinga,W,9-5,9,5,4,win,20160206_9xmt,1,0,1,1,,,2,,,,,,,,2,1,,,,,1,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Feb 10,home,Marin,L,4-1,4,1,3,win,20160210_qot0,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Feb 13,home,Contra Costa,W,1-0,1,0,1,win,20160213_oeuj,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Feb 20,home,Reedley,L,9-2,9,2,7,win,20160220_anu4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Feb 26,home,Modesto,W,11-6,11,6,5,win,20160226_2blb,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 4,home,San Joaquin Delta,L,8-4,8,4,4,win,20160304_lk95,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 8,home,Cabrillo,W,12-1,12,1,11,win,20160308_0xa8,1,0,0,,,,0,1,,,,,,,0,0,,1,,,2,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 10,home,Gavilan,W,10-3,10,3,7,win,20160310_gvrk,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 15,home,San Francisco,W,8-2,8,2,6,win,20160315_fmcf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 17,home,San Francisco,W,9-6,9,6,3,win,20160317_h5k0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 19,home,Chabot,L,11-2,11,2,9,win,20160319_934s,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 22,home,Chabot,W,5-4,5,4,1,win,20160322_17v0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Mar 26,home,San Mateo,W,4-3,4,3,1,win,20160326_ebcx,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Apr 2,home,West Valley,W,10-1,10,1,9,win,20160402_kj0d,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Apr 7,home,San Francisco,L,8-7,8,7,1,win,20160407_az80,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Apr 9,home,San Francisco,W,6-5,6,5,1,win,20160409_lq6z,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Apr 14,home,Chabot,L,13-6,13,6,7,win,20160414_yip8,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
Apr 16,home,San Mateo,W,10-4,10,4,6,win,20160416_mdka,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,De Anza,deanza,nicksimonianmkud,Nick Simonian
