date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Porterville,W,3-2,3,2,1,win,20200124_3ot3,4,0,1,,,,0,,1,,,,,,1,0,,,2,,4,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Jan 24,home,Porterville,W,5-1,5,1,4,win,20200124_ekn5,3,0,1,,,,1,1,,,,,,,1,0,1,1,1,1.00,4,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Jan 25,home,Porterville,W,12-0,12,0,12,win,20200125_emma,1,0,1,,,,0,1,,,,,,,1,0,,,,,2,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Jan 30,home,Sierra,L,17-1,17,1,16,win,20200130_egvq,3,0,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 1,home,Yuba,W,8-4,8,4,4,win,20200201_apcd,3,1,1,,,,1,1,,,,,1,,1,0,,1,2,0.50,5,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 1,home,Yuba,L,6-4,6,4,2,win,20200201_f2vi,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 6,home,Cosumnes River,W,16-9,16,9,7,win,20200206_oe4v,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 7,home,Canada,W,7-5,7,5,2,win,20200207_l8nj,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 8,home,Laney,W,15-3,15,3,12,win,20200208_my50,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 13,home,Marin,L,10-2,10,2,8,win,20200213_0u06,2,2,0,,,,0,1,,,,,,,0,0,,1,,,3,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 14,home,Marin,W,3-1,3,1,2,win,20200214_zsct,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 14,home,Monterey Peninsula,L,11-2,11,2,9,win,20200214_h8c7,1,0,0,,,,0,1,,,,,,,0,0,,1,,,2,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 15,home,Monterey Peninsula,W,2-1,2,1,1,win,20200215_9o1s,2,0,1,,,,0,1,1,,,,,,1,0,,,,,3,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 22,home,Redwoods,W,18-5,18,5,13,win,20200222_anzi,1,1,0,,,,0,,,,,1,,,0,0,,1,,,2,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 28,home,Siskiyous,W,13-8,13,8,5,win,20200228_xvbj,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Feb 28,home,Siskiyous,W,7-4,7,4,3,win,20200228_qizr,1,0,1,,,,1,,,,,,,,1,0,,,,,1,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Mar 6,home,Butte,W,9-3,9,3,6,win,20200306_hf28,5,1,3,,,,1,,,,,,,1,3,0,,2,,,6,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Mar 8,home,Butte,W,4-3,4,3,1,win,20200308_ze74,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Mar 8,home,Butte,W,4-3,4,3,1,win,20200308_g2q7,3,0,1,,,,1,,,,,,,1,1,0,,2,1,2.00,4,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
Mar 12,home,Shasta,W,9-0,9,0,9,win,20200312_ery0,5,1,3,,1,,2,,,,,,,,5,1,,1,1,1.00,5,2020,,Lassen,lassen,laynethackerde91,Layne Thacker
