date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 13,home,Solano,W,16-9,16,9,7,win,20230413_aabk,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Apr 7,home,Contra Costa,W,25-6,25,6,19,win,20230407_fhm7,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 24,home,Yuba,W,9-3,9,3,6,win,20230324_u92d,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 23,home,Yuba,W,16-2,16,2,14,win,20230323_dnba,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 17,home,Mendocino,W,7-0,7,0,7,win,20230317_7w3w,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 16,home,Mendocino,W,12-2,12,2,10,win,20230316_mu3o,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 16,home,Mendocino,W,22-5,22,5,17,win,20230316_phra,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 8,home,Laney,W,9-2,9,2,7,win,20230308_223u,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 7,home,Napa Valley,W,21-5,21,5,16,win,20230307_rcj3,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Mar 3,home,Solano,W,19-3,19,3,16,win,20230303_r8fu,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Feb 24,home,Santa Rosa,L,6-4,6,4,2,win,20230224_76zv,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Feb 23,home,Chabot,W,2-1,2,1,1,win,20230223_phe2,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Feb 17,home,Feather River,W,4-3,4,3,1,win,20230217_q6wu,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Feb 14,home,Monterey Peninsula,W,9-6,9,6,3,win,20230214_9h0t,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Feb 11,home,Sacramento City,W,8-7,8,7,1,win,20230211_t3o7,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
Feb 10,home,Sacramento City,L,25-6,25,6,19,win,20230210_5tlp,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Los Medanos,losmedanos,willramirezlg90,Will Ramirez
