date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,Merced,L,5-4,5,4,1,win,20120427_wdtj,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 26,home,Reedley,W,6-2,6,2,4,win,20120426_qcg7,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 24,home,Sequoias,L,6-0,6,0,6,win,20120424_38ck,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 22,home,Fresno City,L,7-5,7,5,2,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 19,home,West Hills Coalinga,W,5-0,5,0,5,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 17,home,Taft,L,7-2,7,2,5,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 14,home,Fresno City,L,9-4,9,4,5,win,20120414_1dad,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 12,home,Fresno City,L,7-4,7,4,3,win,20120412_zlna,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 10,home,Fresno City,L,8-1,8,1,7,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 6,home,Barstow,W,5-1,5,1,4,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 5,home,Ventura,L,6-2,6,2,4,win,20120405_psij,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Apr 5,home,Ventura,L,5-3,5,3,2,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 24,home,Taft,L,10-6,10,6,4,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 22,home,Taft,L,6-5,6,5,1,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 21,home,Merced,W,8-6,8,6,2,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 20,home,Taft,W,11-7,11,7,4,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 15,home,Merced,L,2-1,2,1,1,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 13,home,Merced,L,7-2,7,2,5,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 10,home,Sequoias,L,2-1,2,1,1,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 8,home,Sequoias,L,8-7,8,7,1,win,20120308_jojw,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 6,home,Sequoias,W,10-6,10,6,4,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 3,home,Reedley,W,10-1,10,1,9,win,20120303_vse8,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Mar 1,home,Reedley,L,8-5,8,5,3,win,20120301_eqz3,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 28,home,Reedley,L,10-2,10,2,8,win,20120228_kq21,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 25,home,West Hills Coalinga,L,9-1,9,1,8,win,20120225_hmu1,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 23,home,West Hills Coalinga,L,3-2,3,2,1,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 21,home,West Hills Coalinga,W,11-7,11,7,4,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 18,home,Reedley,L,6-2,6,2,4,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 17,home,Solano,W,7-5,7,5,2,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 16,home,Sierra,L,15-3,15,3,12,win,20120216_u5ql,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 11,home,Allan Hancock,W,9-8,9,8,1,win,20120211_7q9r,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 10,home,Cuesta,L,13-0,13,0,13,win,20120210_9e6p,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 7,home,Cerro Coso,L,13-8,13,8,5,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 4,home,Cerro Coso,L,7-5,7,5,2,win,,,,,,,,,,,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 4,home,Cerro Coso,L,20-2,20,2,18,win,20120204_idys,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
Feb 3,home,Cerro Coso,W,4-0,4,0,4,win,20120203_ubze,0,0,0,0,0.0,,,,0.00,,,,2012,2011-12,Porterville,porterville,kyleverdegaalvwkb,Kyle Verdegaal
