date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 29,home,Golden West,W,5-3,5,3,2,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 28,home,Golden West,L,15-2,15,2,13,win,20220428_56km,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 26,home,Golden West,L,6-5,6,5,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 23,home,Santa Ana,W,3-2,3,2,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 21,home,Santa Ana,L,8-2,8,2,6,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 19,home,Santa Ana,L,5-4,5,4,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 13,home,LA Harbor,L,10-7,10,7,3,win,20220413_1efl,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 12,home,LA Harbor,W,14-7,14,7,7,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 8,home,Saddleback,L,7-2,7,2,5,win,20220408_shol,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 7,home,Saddleback,L,5-1,5,1,4,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 5,home,Saddleback,L,10-5,10,5,5,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Apr 2,home,Cypress,L,8-7,8,7,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 31,home,Cypress,W,6-5,6,5,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 29,home,Cypress,L,7-6,7,6,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 25,home,Riverside,L,12-7,12,7,5,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 24,home,Riverside,L,9-2,9,2,7,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 22,home,Riverside,L,7-5,7,5,2,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 19,home,Fullerton,L,18-5,18,5,13,win,20220319_5a75,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 17,home,Fullerton,L,7-2,7,2,5,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 15,home,Fullerton,W,2-1,2,1,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 12,home,Orange Coast,L,14-4,14,4,10,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 10,home,Orange Coast,L,5-4,5,4,1,win,20220310_iidp,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 8,home,Orange Coast,W,8-6,8,6,2,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 3,home,LA Valley,L,8-7,8,7,1,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Mar 1,home,LA Valley,L,14-5,14,5,9,win,20220301_g9sq,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Feb 25,home,Mt. San Jacinto,W,11-2,11,2,9,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Feb 24,home,Chaffey,L,3-1,3,1,2,win,20220224_8sl7,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Feb 19,home,Desert,W,4-1,4,1,3,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Feb 18,home,Desert,W,3-1,3,1,2,win,20220218_p48e,0,0,0,0,0.0,,,,0.00,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
Feb 16,home,Chaffey,W,9-7,9,7,2,win,,,,,,,,,,,,,,2022,,Irvine Valley,irvinevalley,connerhatzdi1h,Conner Hatz
