date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 14,home,Redwoods,W,12-4,12,4,8,win,20230414_au0w,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Apr 11,home,Redwoods,W,14-6,14,6,8,win,20230411_ind3,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Apr 11,home,Redwoods,W,7-1,7,1,6,win,20230411_1u8x,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Apr 6,home,Shasta,W,22-5,22,5,17,win,20230406_bah4,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Apr 5,home,Shasta,W,9-5,9,5,4,win,20230405_mwlu,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 31,home,Siskiyous,W,6-1,6,1,5,win,20230331_cobl,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 31,home,Siskiyous,W,12-0,12,0,12,win,20230331_0ec9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 30,home,Siskiyous,W,8-2,8,2,6,win,20230330_i5jk,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 30,home,Siskiyous,W,5-0,5,0,5,win,20230330_bvaf,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 27,home,Feather River,W,11-7,11,7,4,win,20230327_p47u,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 25,home,Feather River,L,19-8,19,8,11,win,20230325_srf4,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 20,home,Siskiyous,W,14-5,14,5,9,win,20230320_5uv0,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 17,home,Lassen,W,7-6,7,6,1,win,20230317_46px,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 17,home,Lassen,W,8-3,8,3,5,win,20230317_9iiw,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 3,home,Shasta,W,11-3,11,3,8,win,20230303_htju,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 3,home,Shasta,W,8-6,8,6,2,win,20230303_v8iq,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Mar 2,home,Shasta,W,8-3,8,3,5,win,20230302_80c6,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 18,home,American River,W,8-0,8,0,8,win,20230218_vciy,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 17,home,American River,W,15-2,15,2,13,win,20230217_c354,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 16,home,American River,W,5-0,5,0,5,win,20230216_skew,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 14,home,Yuba,W,13-4,13,4,9,win,20230214_tafg,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 11,home,West Valley,W,9-8,9,8,1,win,20230211_sgsj,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 10,home,West Valley,W,10-2,10,2,8,win,20230210_niq4,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 9,home,West Valley,W,11-4,11,4,7,win,20230209_basu,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 6,home,Yuba,W,22-1,22,1,21,win,20230206_ezuz,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Feb 2,home,Skyline,L,9-7,9,7,2,win,20230202_wjaf,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Jan 30,home,Yuba,W,16-9,16,9,7,win,20230130_lvul,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Jan 28,home,Solano,W,8-3,8,3,5,win,20230128_a9u1,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
Jan 27,home,Solano,W,3-2,3,2,1,win,20230127_0hzu,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,Butte,butte,jasonolsengq47,Jason Olsen
