date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Mar 12,home,Lassen,L,9-0,9,0,9,win,20200312_ery0,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Mar 8,home,Siskiyous,W,10-3,10,3,7,win,20200308_wyuu,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Mar 3,home,Sierra,L,7-1,7,1,6,win,20200303_vwe5,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 29,home,Feather River,L,9-2,9,2,7,win,20200229_98dz,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 28,home,Feather River,L,18-5,18,5,13,win,20200228_eybh,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 22,home,Butte,L,8-2,8,2,6,win,20200222_vm7d,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 21,home,Butte,L,8-5,8,5,3,win,20200221_5s6p,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 15,home,Canada,L,13-4,13,4,9,win,20200215_dazs,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 14,home,Canada,L,5-4,5,4,1,win,20200214_yuqf,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 11,home,Yuba,L,7-0,7,0,7,win,20200211_gmrc,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 8,home,Skyline,L,4-3,4,3,1,win,20200208_o2jh,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 7,home,Skyline,L,6-3,6,3,3,win,20200207_ojj4,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Feb 1,home,American River,L,10-1,10,1,9,win,20200201_u9v8,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Jan 31,home,Sierra,L,8-0,8,0,8,win,20200131_28u1,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Jan 30,home,American River,W,12-6,12,6,6,win,20200130_5kf0,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
Jan 25,home,Cosumnes River,L,6-2,6,2,4,win,20200125_1pvr,0,0,0,0,0.0,,,,0.00,,,,2020,,Shasta,shasta,andrewdurrerzl55,Andrew Durrer
