date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 27,home,Solano,L,7-3,7,3,4,win,20180427_vo5o,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Apr 21,home,Los Medanos,W,5-2,5,2,3,win,20180421_pxnl,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Apr 14,home,Marin,W,3-2,3,2,1,win,20180414_8hzl,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Apr 7,home,Contra Costa,L,5-4,5,4,1,win,20180407_a8bj,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Apr 3,home,Contra Costa,W,6-3,6,3,3,win,20180403_5lzh,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Mar 29,home,Mendocino,L,17-1,17,1,16,win,20180329_x2ik,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Mar 22,home,Napa Valley,W,14-1,14,1,13,win,20180322_eajr,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Mar 19,home,Yuba,W,10-7,10,7,3,win,20180319_bohd,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Mar 13,home,Yuba,W,2-1,2,1,1,win,20180313_2r2z,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Mar 6,home,Solano,W,11-2,11,2,9,win,20180306_7mbf,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Feb 23,home,Skyline,L,15-4,15,4,11,win,20180223_dbgu,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Feb 20,home,Canada,L,7-2,7,2,5,win,20180220_yz5y,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Feb 15,home,Sierra,L,8-4,8,4,4,win,20180215_pfp2,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Feb 10,home,Modesto,W,4-2,4,2,2,win,20180210_91a0,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Feb 8,home,Santa Rosa,W,7-6,7,6,1,win,20180208_6ikp,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Feb 1,home,Cabrillo,W,4-2,4,2,2,win,20180201_9vsz,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Jan 27,home,San Francisco,W,7-4,7,4,3,win,20180127_gy87,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
Jan 26,home,Reedley,L,5-2,5,2,3,win,20180126_fdvo,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,Laney,laney,armandotunguikv40,Armando Tungui
