date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 20,home,Cabrillo,L,11-7,11,7,4,win,20190420_nqdl,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 18,home,Cabrillo,L,17-9,17,9,8,win,20190418_on69,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 16,home,Cabrillo,W,11-5,11,5,6,win,20190416_hv81,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 13,home,Skyline,L,3-2,3,2,1,win,20190413_ts9g,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 10,home,Hartnell,L,23-17,23,17,6,win,20190410_veuv,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 6,home,Monterey Peninsula,L,19-6,19,6,13,win,20190406_55jq,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 4,home,Monterey Peninsula,L,18-1,18,1,17,win,20190404_81gh,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Apr 2,home,Monterey Peninsula,L,9-6,9,6,3,win,20190402_jzrt,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Mar 30,home,De Anza,L,18-14,18,14,4,win,20190330_1vsj,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Mar 28,home,West Valley,W,11-7,11,7,4,win,20190328_u1ca,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Mar 26,home,Chabot,L,15-12,15,12,3,win,20190326_2cpi,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Mar 23,home,Canada,L,19-6,19,6,13,win,20190323_u3yu,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Mar 21,home,Canada,L,13-5,13,5,8,win,20190321_loly,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Mar 19,home,Canada,L,11-0,11,0,11,win,20190319_lfgg,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 26,home,Reedley,L,4-2,4,2,2,win,20190226_bqbw,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 21,home,San Francisco,W,22-12,22,12,10,win,20190221_7mhe,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 19,home,Merced,L,9-4,9,4,5,win,20190219_0pks,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 14,home,San Mateo,L,10-4,10,4,6,win,20190214_0gus,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 12,home,West Hills Coalinga,W,7-3,7,3,4,win,20190212_jk9y,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 7,home,Folsom Lake,L,7-2,7,2,5,win,20190207_gw2g,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 7,home,Folsom Lake,L,9-2,9,2,7,win,20190207_vga5,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Feb 6,home,West Hills Coalinga,W,9-8,9,8,1,win,20190206_w1yf,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Jan 29,home,Merced,L,18-2,18,2,16,win,20190129_evuc,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Jan 26,home,Siskiyous,L,4-2,4,2,2,win,20190126_rqq2,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
Jan 26,home,Siskiyous,W,10-3,10,3,7,win,20190126_27y6,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,Gavilan,gavilan,robertnajarm6qn,Robert Najar
