date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,cccaa_season,team,team_id,player_id,player_name
Apr 29,home,Chaffey,L,8-3,8,3,5,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 29,home,Chaffey,W,6-5,6,5,1,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 26,home,Chaffey,L,10-7,10,7,3,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 23,home,Mt. San Jacinto,L,19-7,19,7,12,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 21,home,Mt. San Jacinto,L,18-8,18,8,10,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 19,home,Mt. San Jacinto,L,8-5,8,5,3,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 15,home,San Bernardino Valley,L,13-2,13,2,11,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 14,home,San Bernardino Valley,L,23-6,23,6,17,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 12,home,San Bernardino Valley,L,10-2,10,2,8,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 9,home,Desert,L,9-5,9,5,4,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 7,home,Desert,L,10-2,10,2,8,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 5,home,Desert,L,21-2,21,2,19,win,20220405_yxwu,0,0,0,0,0.0,,,,0.00,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Apr 2,home,Cerro Coso,L,3-1,3,1,2,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 31,home,Cerro Coso,L,8-3,8,3,5,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 29,home,Cerro Coso,L,8-3,8,3,5,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 24,home,Pasadena City,L,15-9,15,9,6,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 22,home,Pasadena City,L,16-0,16,0,16,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 19,home,Barstow,W,14-0,14,0,14,win,20220319_oofa,0,0,0,0,0.0,,,,0.00,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 17,home,Barstow,L,11-3,11,3,8,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 15,home,Barstow,W,9-1,9,1,8,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 12,home,Chaffey,L,25-2,25,2,23,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 10,home,Mt. San Jacinto,L,13-1,13,1,12,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
Mar 8,home,San Bernardino Valley,L,16-4,16,4,12,win,,,,,,,,,,,,,,2022,,Victor Valley,victorvalley,aarongodinezmx7c,Aaron Godinez
