date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Yuba,L,8-2,8,2,6,win,20140131_902y,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 1,home,Yuba,L,8-6,8,6,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 13,home,Modesto,L,6-0,6,0,6,win,20140213_hcsx,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 14,home,Ohlone,L,3-1,3,1,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 14,home,Mission,L,11-7,11,7,4,win,20140214_kg4c,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 15,home,Mission,L,4-2,4,2,2,win,20140215_wrw8,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 16,home,Modesto,L,2-1,2,1,1,win,20140215_nt57,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 19,home,Diablo Valley,L,2-0,2,0,2,win,20140219_zqub,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 20,home,Los Medanos,L,8-5,8,5,3,win,20140220_5d2q,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 20,home,Los Medanos,L,4-2,4,2,2,win,20140220_4rjq,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Feb 21,home,Cosumnes River,L,10-1,10,1,9,win,20140221_0ife,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 2,home,Shasta,W,6-5,6,5,1,win,20140302_sb0u,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 2,home,Shasta,L,12-2,12,2,10,win,20140302_zjaa,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 7,home,Butte,L,7-1,7,1,6,win,20140307_9gdm,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 8,home,Butte,L,6-4,6,4,2,win,20140308_isf1,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 8,home,Butte,L,3-1,3,1,2,win,20140308_drru,0,0,0,0,2.0,2,1,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 14,home,Feather River,L,6-3,6,3,3,win,20140314_s8t7,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 15,home,Feather River,L,3-1,3,1,2,win,20140315_pusw,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 15,home,Feather River,L,11-10,11,10,1,win,20140315_cnzt,0,0,0,0,1.2,2,2,2,10.80,2,1,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 21,home,Siskiyous,W,5-3,5,3,2,win,20140321_zi7f,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 21,home,Siskiyous,L,11-1,11,1,10,win,20140321_oa5b,0,0,0,0,2.1,3,3,3,11.57,2,2,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Mar 22,home,Siskiyous,W,10-0,10,0,10,win,20140322_uk5f,0,0,0,0,0.0,,,,0.00,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 4,home,Shasta,W,7-6,7,6,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 5,home,Shasta,W,5-3,5,3,2,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 5,home,Shasta,L,9-4,9,4,5,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 9,home,Butte,W,3-0,3,0,3,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 9,home,Butte,W,10-4,10,4,6,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 12,home,Feather River,L,7-6,7,6,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 12,home,Feather River,L,3-2,3,2,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 16,home,Redwoods,L,10-2,10,2,8,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 16,home,Redwoods,L,5-4,5,4,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 19,home,Siskiyous,L,7-0,7,0,7,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 19,home,Siskiyous,W,5-2,5,2,3,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 23,home,Redwoods,W,10-7,10,7,3,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 24,home,Redwoods,W,11-0,11,0,11,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
Apr 24,home,Redwoods,L,1-0,1,0,1,win,,,,,,,,,,,,,2014,,Lassen,lassen,keanusmeighogtw,Keanu Smeigh
