date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Southwestern,L,7-6,7,6,1,win,20200128_9y7x,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Jan 29,home,Long Beach,L,14-5,14,5,9,win,20200129_dwhc,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 1,home,Mt. San Antonio,L,5-3,5,3,2,win,20200201_1otd,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 4,home,Palomar,W,11-2,11,2,9,win,20200204_5coq,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 6,home,Cuesta,L,16-3,16,3,13,win,20200206_muw0,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 7,home,Cuesta,L,6-4,6,4,2,win,20200207_9uhf,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 8,home,Cuesta,W,7-3,7,3,4,win,20200208_2oay,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 11,home,Long Beach,L,6-4,6,4,2,win,20200211_y53e,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 13,home,Long Beach,W,4-0,4,0,4,win,20200213_byce,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 18,home,Southwestern,W,3-0,3,0,3,win,20200218_m7oq,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 20,home,Desert,W,23-1,23,1,22,win,20200220_dqgj,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 21,home,Canyons,W,12-8,12,8,4,win,20200221_whz5,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 25,home,Palomar,W,11-9,11,9,2,win,20200225_niwa,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Feb 29,home,Canyons,W,9-4,9,4,5,win,20200229_lwxc,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Mar 3,home,Golden West,L,8-4,8,4,4,win,20200303_8n3q,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Mar 5,home,Golden West,W,8-5,8,5,3,win,20200305_39u5,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Mar 7,home,Golden West,L,12-8,12,8,4,win,20200307_fgvc,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Mar 9,home,Irvine Valley,W,7-1,7,1,6,win,20200309_jj97,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
Mar 11,home,Irvine Valley,W,10-8,10,8,2,win,20200311_dz6o,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,Orange Coast,orangecoast,loganjackson56rx,Logan Jackson
