date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,Santa Barbara,L,16-3,16,3,13,win,20150130_xre5,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Jan 31,home,Santa Barbara,L,4-0,4,0,4,win,20150131_2ly5,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Jan 31,home,Santa Barbara,L,4-3,4,3,1,win,20150131_co3t,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 4,home,Butte,L,8-6,8,6,2,win,20150204_7omn,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 5,home,Butte,W,6-5,6,5,1,win,20150205_of3h,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 12,home,San Francisco,W,4-3,4,3,1,win,20150212_6oi9,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 13,home,San Francisco,W,10-4,10,4,6,win,20150213_xbtf,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 13,home,San Francisco,W,2-0,2,0,2,win,20150213_lj6t,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 19,home,Shasta,L,5-3,5,3,2,win,20150219_8ec2,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 20,home,Shasta,W,11-6,11,6,5,win,20150220_og3o,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 21,home,Shasta,W,6-0,6,0,6,win,20150221_hfhn,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 24,home,Contra Costa,W,6-4,6,4,2,win,20150224_5m5z,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 26,home,Contra Costa,L,8-2,8,2,6,win,20150226_esp7,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Feb 28,home,Laney,W,10-9,10,9,1,win,20150228_yhrx,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 3,home,Laney,W,4-3,4,3,1,win,20150303_hrdj,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 5,home,Mendocino,W,5-0,5,0,5,win,20150305_kt6v,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 7,home,Mendocino,W,11-3,11,3,8,win,20150307_77f6,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 14,home,Los Medanos,W,7-6,7,6,1,win,20150314_jcqz,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 17,home,Los Medanos,W,4-0,4,0,4,win,20150317_3m3d,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 19,home,Marin,L,15-0,15,0,15,win,20150319_63zh,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 21,home,Marin,L,12-6,12,6,6,win,20150321_xdvh,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 24,home,Solano,W,10-3,10,3,7,win,20150324_j4na,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 26,home,Solano,L,5-3,5,3,2,win,20150326_fw3i,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 28,home,Folsom Lake,L,4-0,4,0,4,win,20150328_lkac,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Mar 31,home,Folsom Lake,W,3-0,3,0,3,win,20150331_uzqo,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Apr 2,home,Yuba,W,5-3,5,3,2,win,20150402_cio7,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Apr 3,home,Yuba,L,17-7,17,7,10,win,20150403_gco0,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Apr 7,home,Contra Costa,W,16-3,16,3,13,win,20150407_zlf5,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Apr 9,home,Laney,L,5-2,5,2,3,win,20150409_jd3n,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Apr 10,home,Mendocino,L,5-3,5,3,2,win,20150410_noyn,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
Apr 13,home,Butte,L,17-14,17,14,3,win,20150413_e2kk,0,0,0,0,0.0,,,,0.00,,,2015,,Napa,napa,camerontaylorwv1m,Cameron Taylor
