date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Mar 25,home,Lassen,,,,,7,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Mar 27  #,home,Lassen,,,,,7,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 1  #,home,Butte,,,,,7,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 10,home,Lassen,W,11-1,11,1,10,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 10,home,Lassen,W,30-4,30,4,26,win,20210410_kiqs,0,0,0,0,0.0,,,,0.00,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 10,home,Lassen,W,32-5,32,5,27,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 10,home,Lassen,W,11-1,11,1,10,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 15,home,Siskiyous,W,8-1,8,1,7,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 15,home,Siskiyous,L,16-4,16,4,12,win,20210415_7ne1,0,0,0,0,0.0,,,,0.00,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 17,home,Siskiyous,W,12-7,12,7,5,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 17,home,Siskiyous,L,10-6,10,6,4,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 22,home,Butte,L,6-2,6,2,4,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 22,home,Butte,L,4-3,4,3,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 24,home,Butte,W,8-5,8,5,3,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 24,home,Butte,L,5-4,5,4,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 29,home,Redwoods,W,4-3,4,3,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
Apr 29,home,Redwoods,W,12-6,12,6,6,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 1,home,Redwoods,W,14-5,14,5,9,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 1,home,Redwoods,W,26-0,26,0,26,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 6,home,Shasta,L,14-13,14,13,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 6,home,Shasta,W,12-7,12,7,5,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 8,home,Shasta,W,15-3,15,3,12,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 8,home,Shasta,W,10-2,10,2,8,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 13,home,Lassen,L,6-5,6,5,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 13,home,Lassen,W,7-0,7,0,7,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 13,home,Lassen,L,6-5,6,5,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 13,home,Lassen,W,7-0,7,0,7,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 15,home,Lassen,W,3-1,3,1,2,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 15,home,Lassen,W,5-4,5,4,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 15,home,Lassen,W,3-1,3,1,2,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 15,home,Lassen,W,5-4,5,4,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 20,home,Siskiyous,W,10-9,10,9,1,win,20210520_hos1,0,0,0,0,0.0,,,,0.00,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 20,home,Siskiyous,W,7-6,7,6,1,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 22,home,Butte,L,6-1,6,1,5,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 22,home,Butte,L,3-1,3,1,2,win,20210522_v2lh,0,0,0,0,0.0,,,,0.00,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 27,home,Shasta,W,18-5,18,5,13,win,,,,,,,,,,,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
May 27,home,Shasta,W,11-4,11,4,7,win,20210527_nrwf,0,0,0,0,0.0,,,,0.00,,,2021,,Feather River,featherriver,carsonisipc2ju,Carson Isip
