date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Cosumnes River,L,10-6,10,6,4,win,20200124_ptnz,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Jan 25,home,Cosumnes River,L,6-2,6,2,4,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Jan 30,home,American River,W,12-6,12,6,6,win,20200130_5kf0,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Jan 31,home,Sierra,L,8-0,8,0,8,win,20200131_28u1,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 1,home,American River,L,10-1,10,1,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 6,home,Skyline,W,5-2,5,2,3,win,20200206_u4cn,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 7,home,Skyline,L,6-3,6,3,3,win,20200207_ojj4,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 8,home,Skyline,L,4-3,4,3,1,win,20200208_o2jh,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 11,home,Yuba,L,7-0,7,0,7,win,20200211_gmrc,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 13,home,Canada,L,5-1,5,1,4,win,20200213_4mmg,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 14,home,Canada,L,5-4,5,4,1,win,20200214_yuqf,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 15,home,Canada,L,13-4,13,4,9,win,20200215_dazs,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 21,home,Butte,L,8-5,8,5,3,win,20200221_5s6p,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 22,home,Butte,W,5-1,5,1,4,win,20200222_1cc5,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 22,home,Butte,L,8-2,8,2,6,win,20200222_vm7d,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 25,home,Yuba,L,4-2,4,2,2,win,20200225_9hpb,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 28,home,Feather River,L,18-5,18,5,13,win,20200228_eybh,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 29,home,Feather River,W,6-4,6,4,2,win,20200229_6jxe,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Feb 29,home,Feather River,L,9-2,9,2,7,win,20200229_98dz,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 3,home,Sierra,L,7-1,7,1,6,win,20200303_vwe5,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 6,home,Siskiyous,W,16-3,16,3,13,win,20200306_syp9,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 7,home,Siskiyous,,,,,13,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 7,home,Siskiyous,,,,,13,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 8,home,Siskiyous,W,10-3,10,3,7,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 8,home,Siskiyous,W,6-5,6,5,1,win,20200308_e4dt,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 12,home,Lassen,L,9-0,9,0,9,win,20200312_ery0,0,0,0,0,0.0,,,,0.00,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 13,home,Lassen,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 13,home,Lassen,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 21,home,Redwoods,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 22,home,Redwoods,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 22,home,Redwoods,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 27,home,Butte,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 28,home,Butte,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Mar 31,home,Cosumnes River,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Apr 3,home,Feather River,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Apr 4,home,Feather River,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Apr 10,home,Siskiyous,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Apr 11,home,Siskiyous,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
Apr 17,home,Lassen,,,,,9,win,,,,,,,,,,,,,2020,,Shasta,shasta,lukestatonavqp,Luke Staton
