date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,LA Mission,L,12-3,12,3,9,win,20140127_tqsw,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Jan 31,home,Antelope Valley,W,9-6,9,6,3,win,20140131_6b6f,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 4,home,Oxnard,L,5-2,5,2,3,win,20140204_izj8,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 7,home,Oxnard,L,9-0,9,0,9,win,20140207_8fsf,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 8,home,Cerro Coso,W,9-5,9,5,4,win,20140208_flnr,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 8,home,Cerro Coso,W,5-4,5,4,1,win,20140208_gch6,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 11,home,LA Mission,L,17-0,17,0,17,win,20140211_yhyl,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 19,home,Rio Hondo,L,9-8,9,8,1,win,20140219_5fz2,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 20,home,Grossmont,L,15-8,15,8,7,win,20140220_90wz,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Feb 22,home,Rio Hondo,L,8-1,8,1,7,win,20140222_s36g,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 4,home,East Los Angeles,L,15-1,15,1,14,win,20140304_4zbm,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 6,home,East Los Angeles,L,11-1,11,1,10,win,20140306_sia9,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 8,home,East Los Angeles,L,7-2,7,2,5,win,20140308_ojg5,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 11,home,El Camino,L,13-0,13,0,13,win,20140311_hymk,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 13,home,El Camino,L,5-0,5,0,5,win,20140313_qzxc,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 15,home,El Camino,L,10-2,10,2,8,win,20140315_9dxo,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 18,home,Long Beach,L,9-1,9,1,8,win,20140318_6igk,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 20,home,Long Beach,L,6-2,6,2,4,win,20140320_wqc7,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Mar 27,home,LA Harbor,L,14-2,14,2,12,win,20140327_x6lh,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 1,home,Cerritos,L,4-2,4,2,2,win,20140401_l06v,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 3,home,Cerritos,L,9-5,9,5,4,win,20140403_5126,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 5,home,Cerritos,L,9-2,9,2,7,win,20140405_nv5a,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 8,home,El Camino-Compton Center,L,13-2,13,2,11,win,20140408_bdet,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 10,home,El Camino-Compton Center,L,2-1,2,1,1,win,20140410_2iz7,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 16,home,Ventura,L,14-6,14,6,8,win,20140416_j3q8,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 17,home,Irvine Valley,L,4-2,4,2,2,win,20140417_w38k,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 22,home,Mt. San Antonio,L,11-2,11,2,9,win,20140422_juz1,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 24,home,Mt. San Antonio,L,19-1,19,1,18,win,20140424_7o8v,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
Apr 25,home,Mt. San Antonio,L,10-2,10,2,8,win,20140425_cnc1,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,Pasadena,pasadena,jasonclark8oq3,Jason Clark
