date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Fullerton,L,9-2,9,2,7,win,20180127_u2ye,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Jan 27,home,Bakersfield,L,4-2,4,2,2,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Jan 28,home,Moorpark,W,2-1,2,1,1,win,20180128_22lc,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 1,home,Golden West,L,10-9,10,9,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 2,home,Mission,L,7-5,7,5,2,win,20180202_axoa,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 3,home,Hartnell,W,10-1,10,1,9,win,20180203_mqvl,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 8,home,Marin,W,2-1,2,1,1,win,20180208_hqqu,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 9,home,Marin,W,7-2,7,2,5,win,20180209_e736,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 10,home,Marin,L,2-1,2,1,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 16,home,Cosumnes River,W,9-4,9,4,5,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 17,home,Cosumnes River,W,4-3,4,3,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 18,home,Cosumnes River,L,7-5,7,5,2,win,20180218_894r,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 20,home,Cuesta,L,11-2,11,2,9,win,20180220_5dl9,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 23,home,Cuesta,L,6-5,6,5,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 24,home,Cuesta,W,5-4,5,4,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Feb 27,home,Allan Hancock,L,6-4,6,4,2,win,20180227_v9mb,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 4,home,Allan Hancock,W,3-2,3,2,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 6,home,West Hills Coalinga,W,19-0,19,0,19,win,20180306_h0ev,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 8,home,West Hills Coalinga,W,12-0,12,0,12,win,20180308_i4bu,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 9,home,West Hills Coalinga,W,10-5,10,5,5,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 13,home,Fresno City,L,6-5,6,5,1,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 15,home,Fresno City,W,8-5,8,5,3,win,20180315_fwrw,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 17,home,Fresno City,W,7-2,7,2,5,win,20180317_sk7o,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 20,home,Porterville,W,2-0,2,0,2,win,,,,,,,,,,,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
Mar 23,home,Porterville,W,8-4,8,4,4,win,20180323_ab5e,0,0,0,0,0.0,,,,0.00,,,2018,,Sequoias,sequoias,estevanriosgr8m,Estevan Rios
