date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Glendale,W,6-5,6,5,1,win,20130201_hhqh,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 2,home,Citrus,L,4-1,4,1,3,win,20130202_5dah,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 3,home,LA Valley,W,11-3,11,3,8,win,20130203_j5it,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 7,home,Glendale,W,3-1,3,1,2,win,20130207_tw3c,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 8,home,San Diego Mesa,W,16-4,16,4,12,win,20130208_dziv,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 9,home,San Diego Mesa,L,7-6,7,6,1,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 13,home,Pasadena,W,12-4,12,4,8,win,20130213_o8ra,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 14,home,Merced,W,4-3,4,3,1,win,20130214_e8az,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 16,home,Mt. San Antonio,W,5-4,5,4,1,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 21,home,Mt. San Jacinto,W,10-1,10,1,9,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 23,home,Mt. San Jacinto,W,3-2,3,2,1,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 23,home,Mt. San Jacinto,W,5-2,5,2,3,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 26,home,Desert,W,5-3,5,3,2,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Feb 28,home,Desert,L,9-5,9,5,4,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 2,home,Desert,L,7-1,7,1,6,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 5,home,Cerro Coso,L,13-11,13,11,2,win,20130305_vs3e,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 7,home,Cerro Coso,W,31-2,31,2,29,win,20130307_3crb,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 9,home,Cerro Coso,W,5-1,5,1,4,win,20130309_e9m5,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 19,home,San Bernardino,L,6-0,6,0,6,win,20130319_z9ut,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 21,home,San Bernardino,L,4-2,4,2,2,win,20130321_7ht5,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 23,home,San Bernardino,L,6-2,6,2,4,win,20130323_nm66,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 27,home,LA Pierce,L,8-7,8,7,1,win,20130327_y0jl,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Mar 28,home,LA Pierce,W,8-7,8,7,1,win,20130328_5fjq,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 2,home,Barstow,W,7-1,7,1,6,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 4,home,Barstow,L,8-7,8,7,1,win,20130404_9pgn,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 6,home,Barstow,W,10-7,10,7,3,win,20130406_grut,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 9,home,Chaffey,W,6-3,6,3,3,win,20130409_x1oa,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 11,home,Chaffey,W,7-6,7,6,1,win,20130411_xlwc,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 13,home,Chaffey,L,8-4,8,4,4,win,20130413_l6gk,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 16,home,Victor Valley,W,10-4,10,4,6,win,,,,,,,,,,,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 18,home,Victor Valley,W,5-1,5,1,4,win,20130418_5eut,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 20,home,Victor Valley,W,12-5,12,5,7,win,20130420_zddm,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 23,home,Antelope Valley,W,7-1,7,1,6,win,20130423_9mo9,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 25,home,Antelope Valley,W,5-1,5,1,4,win,20130425_9enb,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
Apr 26,home,Antelope Valley,L,8-2,8,2,6,win,20130426_cuj9,0,0,0,0,0.0,,,,0.00,,,2013,,Rio Hondo,riohondo,geomoralesumol,Geo Morales
