date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Solano,W,8-3,8,3,5,win,20230128_a9u1,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Jan 30,home,Yuba,W,16-9,16,9,7,win,20230130_lvul,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 2,home,Skyline,L,9-7,9,7,2,win,20230202_wjaf,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 6,home,Yuba,W,22-1,22,1,21,win,20230206_ezuz,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 9,home,West Valley,W,11-4,11,4,7,win,20230209_basu,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 10,home,West Valley,W,10-2,10,2,8,win,20230210_niq4,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 11,home,West Valley,W,9-8,9,8,1,win,20230211_sgsj,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 14,home,Yuba,W,13-4,13,4,9,win,20230214_tafg,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 16,home,American River,W,5-0,5,0,5,win,20230216_skew,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 17,home,American River,W,15-2,15,2,13,win,20230217_c354,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Feb 18,home,American River,W,8-0,8,0,8,win,20230218_vciy,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Mar 2,home,Shasta,W,8-3,8,3,5,win,20230302_80c6,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Mar 3,home,Shasta,W,8-6,8,6,2,win,20230303_v8iq,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Mar 3,home,Shasta,W,11-3,11,3,8,win,20230303_htju,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Mar 17,home,Lassen,W,8-3,8,3,5,win,20230317_9iiw,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Mar 17,home,Lassen,W,7-6,7,6,1,win,20230317_46px,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
Mar 20,home,Siskiyous,W,14-5,14,5,9,win,20230320_5uv0,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,Butte,butte,ryanmccarthy1ukj,Ryan McCarthy
