date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Pasadena City,L,20-5,20,5,15,win,20230203_ju2e,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Feb 7,home,Santa Barbara,L,18-6,18,6,12,win,20230207_9ter,0,0,0,0,0.0,2,3,3,INF,3,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Feb 11,home,Antelope Valley,W,18-6,18,6,12,win,20230211_4wa1,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Feb 18,home,Palomar,L,23-7,23,7,16,win,20230218_pmq9,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Feb 21,home,Allan Hancock,L,13-5,13,5,8,win,20230221_8wu5,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Mar 8,home,Moorpark,L,23-9,23,9,14,win,20230308_nm3d,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Mar 28,home,Santa Barbara,L,24-7,24,7,17,win,20230328_e20g,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Mar 31,home,Santa Barbara,L,10-7,10,7,3,win,20230331_sxt3,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Apr 4,home,Antelope Valley,L,12-2,12,2,10,win,20230404_k7gj,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Apr 11,home,Ventura,L,14-4,14,4,10,win,20230411_32f1,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Apr 13,home,Ventura,L,19-3,19,3,16,win,20230413_48ec,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Apr 18,home,Allan Hancock,L,20-7,20,7,13,win,20230418_tj30,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Apr 22,home,Moorpark,L,15-13,15,13,2,win,20230422_f562,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
Apr 27,home,Oxnard,L,20-11,20,11,9,win,20230427_9i7f,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,LA Pierce,lapierce,isaacsamanokxq2,Isaac Samano
