date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 16  #,home,Alumni Game,,,,,9,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Jan 29,home,Glendale,L,9-6,9,6,3,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Jan 29,home,Glendale,,,,,3,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 3,home,Pasadena City,L,6-0,6,0,6,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 4,home,Long Beach,W,9-4,9,4,5,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 5,home,LA Harbor,L,12-2,12,2,10,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 8,home,Cypress,W,6-5,6,5,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 10,home,Golden West,L,10-1,10,1,9,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 11,home,Golden West,L,15-3,15,3,12,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 15,home,Mt. San Antonio,L,10-2,10,2,8,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 17,home,Palomar,L,16-4,16,4,12,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 22,home,LA Mission,W,6-4,6,4,2,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 24,home,LA Mission,L,7-4,7,4,3,win,20220224_qh8z,0,0,0,0,1.0,2,1,1,9.00,,3,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Feb 26,home,LA Valley,L,7-3,7,3,4,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 1,home,Moorpark,L,4-2,4,2,2,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 3,home,Moorpark,L,4-2,4,2,2,win,20220303_e9zo,0,0,0,0,1.0,1,,,0.00,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 5,home,Moorpark,L,3-2,3,2,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 8,home,Cuesta,L,10-7,10,7,3,win,20220307_cxr1,0,0,0,0,1.0,1,,,0.00,1,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 10,home,Cuesta,L,6-0,6,0,6,win,20220310_z186,0,0,0,0,1.2,1,,,0.00,2,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 12,home,Cuesta,L,9-1,9,1,8,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 15,home,Oxnard,W,7-5,7,5,2,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 17,home,Oxnard,L,10-3,10,3,7,win,20220317_wh6b,1,0,1,0,1.1,3,4,3,20.25,0,0,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 19,home,Oxnard,W,4-3,4,3,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 22,home,Santa Barbara,W,2-0,2,0,2,win,20220322_ltge,0,1,0,0,5.0,1,,,0.00,1,5,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 24,home,Santa Barbara,L,4-3,4,3,1,win,20220324_s45v,0,0,0,0,0.0,,,,0.00,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 26,home,Santa Barbara,L,10-6,10,6,4,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 29,home,Ventura,L,11-10,11,10,1,win,20220329_2y4f,0,0,0,0,1.1,3,3,3,20.25,1,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Mar 31,home,Ventura,L,7-5,7,5,2,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 2,home,Ventura,L,8-2,8,2,6,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 5,home,Allan Hancock,L,13-12,13,12,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 7,home,Allan Hancock,L,7-4,7,4,3,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 8,home,Allan Hancock,W,6-5,6,5,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 12,home,Riverside,L,17-3,17,3,14,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 14,home,LA Valley,L,6-3,6,3,3,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 15,home,Glendale,L,13-5,13,5,8,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 21,home,Moorpark,W,5-4,5,4,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 23,home,Cuesta,L,2-1,2,1,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 26,home,Oxnard,W,6-5,6,5,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 28,home,Santa Barbara,L,14-2,14,2,12,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 29,home,Ventura,W,6-5,6,5,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 30,home,Allan Hancock,L,6-5,6,5,1,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
Apr 30,home,Canyons,L,15-6,15,6,9,win,,,,,,,,,,,,,2022,,LA Pierce,lapierce,ethanloboton3xme,Ethan Loboton
