date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,San Bernardino Valley,L,16-8,16,8,8,win,20190126_6oxa,0,0,0,0,0.2,,,,0.00,1,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Feb 7,home,Citrus,W,16-2,16,2,14,win,20190207_o4g9,0,0,0,0,1.0,,,,0.00,,2,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Feb 12,home,LA Harbor,L,4-3,4,3,1,win,20190212_pb7z,1,0,0,0,2.0,2,1,1,4.50,1,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Feb 20,home,Citrus,W,9-5,9,5,4,win,20190220_v2lg,0,1,0,0,2.1,,,,0.00,,2,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Feb 23,home,West LA,W,5-1,5,1,4,win,20190223_wgu5,0,0,0,0,1.0,,,,0.00,,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Feb 26,home,LA Pierce,W,5-3,5,3,2,win,20190226_48s7,0,0,0,1,2.0,3,,,0.00,,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Feb 28,home,Bakersfield,W,5-3,5,3,2,win,20190228_n16m,0,0,0,0,1.0,2,1,1,9.00,0,2,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Mar 12,home,West LA,L,7-4,7,4,3,win,20190312_rp2i,0,0,0,0,1.0,,,,0.00,,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Mar 14,home,LA Pierce,W,7-2,7,2,5,win,20190314_c8od,0,0,0,0,1.0,,,,0.00,,2,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Mar 19,home,LA Pierce,W,12-11,12,11,1,win,20190319_htnj,0,0,0,1,1.0,1,,,0.00,,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Mar 22,home,Bakersfield,L,6-3,6,3,3,win,20190322_spn3,0,0,0,0,0.1,2,2,2,54.00,1,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Mar 30,home,LA Valley,L,8-6,8,6,2,win,20190330_eszv,0,0,0,0,0.2,1,2,2,27.00,2,,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 6,home,Grossmont,W,11-4,11,4,7,win,20190406_nswt,0,0,0,0,1.0,3,2,2,18.00,1,,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 9,home,San Diego Mesa,L,13-1,13,1,12,win,20190409_pvqe,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 12,home,LA Pierce,W,8-7,8,7,1,win,20190412_0jrn,0,0,0,0,2.0,4,3,3,13.50,2,2,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 13,home,El Camino,L,14-0,14,0,14,win,20190413_yt9x,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 17,home,Glendale,W,10-9,10,9,1,win,20190417_rywt,0,1,0,1,1.1,1,,,0.00,,2,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 20,home,Oxnard,W,9-7,9,7,2,win,20190420_n4sq,0,0,0,1,1.0,,,,0.00,,1,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
Apr 23,home,Bakersfield,W,10-8,10,8,2,win,20190423_nx2p,0,0,0,1,0.1,,,,0.00,,,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
May 4,home,Orange Coast,L,10-3,10,3,7,win,20190504_xw5u,0,0,0,0,2.0,1,,,0.00,,,2019,2018-19,LA Mission,lamission,louisvargasamcx,Louis Vargas
