date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Feb 5,home,Chabot,W,4-3,4,3,1,win,20160205_3ere,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Feb 13,home,Canada,W,10-8,10,8,2,win,20160213_3l9t,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Feb 18,home,Reedley,W,4-3,4,3,1,win,20160218_m6te,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Feb 19,home,Fresno City,W,2-1,2,1,1,win,20160219_rkk9,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Feb 23,home,De Anza,L,6-4,6,4,2,win,20160223_h7mk,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Feb 27,home,Monterey,W,4-3,4,3,1,win,20160227_vz35,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Feb 27,home,Monterey,W,4-3,4,3,1,win,20160227_wy7y,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 3,home,Cabrillo,W,5-3,5,3,2,win,20160303_ootj,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 3,home,Cabrillo,L,5-2,5,2,3,win,20160303_nc09,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 8,home,Cosumnes River,W,5-4,5,4,1,win,20160308_5j2p,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 16,home,Sierra,W,3-1,3,1,2,win,20160316_jtv0,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 19,home,Modesto,W,8-0,8,0,8,win,20160319_kubv,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 22,home,Modesto,W,13-2,13,2,11,win,20160322_vr58,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 24,home,Modesto,W,1-0,1,0,1,win,20160324_zkne,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Mar 31,home,San Joaquin Delta,L,3-2,3,2,1,win,20160331_8o24,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Apr 5,home,Cosumnes River,L,8-0,8,0,8,win,20160405_houa,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Apr 7,home,Cosumnes River,L,11-5,11,5,6,win,20160407_9jtl,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
Apr 23,home,Diablo Valley,W,10-3,10,3,7,win,20160423_u8rn,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
May 6,home,Folsom Lake,L,3-1,3,1,2,win,20160506_tvte,0,0,0,0,0.0,,,,0.00,,,2016,,Sacramento City,sacramentocity,johnariola2tzg,John Ariola
