date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,San Mateo,L,13-1,13,1,12,win,20160130_7zlh,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Feb 9,home,Sacramento City,L,11-9,11,9,2,win,20160209_329o,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Feb 12,home,Sacramento City,L,3-2,3,2,1,win,20160212_pi23,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Feb 13,home,Sacramento City,L,10-8,10,8,2,win,20160213_3l9t,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Feb 18,home,Laney,L,7-3,7,3,4,win,20160218_zbje,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Feb 20,home,Feather River,W,7-6,7,6,1,win,20160220_tr62,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Mar 1,home,Mission,L,2-1,2,1,1,win,20160301_uv8o,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Mar 8,home,San Francisco,W,10-1,10,1,9,win,20160308_radd,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Mar 22,home,Gavilan,W,12-2,12,2,10,win,20160322_d0sk,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Mar 26,home,Hartnell,W,10-2,10,2,8,win,20160326_700b,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Apr 5,home,Skyline,W,8-0,8,0,8,win,20160405_ig5m,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Apr 7,home,Ohlone,L,8-2,8,2,6,win,20160407_tg3z,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Apr 12,home,Monterey,L,2-1,2,1,1,win,20160412_vozl,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Apr 21,home,Hartnell,W,10-3,10,3,7,win,20160421_qxsr,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Apr 28,home,Ohlone,L,19-7,19,7,12,win,20160428_qmg8,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
Apr 30,home,Chabot,L,21-4,21,4,17,win,20160430_rrni,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,Canada,canada,tylerlearyszf8,Tyler Leary
