date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,LA Harbor,W,7-1,7,1,6,win,20140128_s5ir,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Jan 31,home,Desert,W,13-3,13,3,10,win,20140131_h439,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 1,home,Desert,W,4-2,4,2,2,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 4,home,Mt. San Antonio,W,12-4,12,4,8,win,20140204_zaew,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 7,home,San Diego Mesa,L,13-5,13,5,8,win,20140207_on4e,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 8,home,Long Beach,W,10-6,10,6,4,win,20140208_nhgv,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 11,home,Palomar,W,6-5,6,5,1,win,20140211_lixn,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 13,home,LA Pierce,L,10-8,10,8,2,win,20140213_stla,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 14,home,El Camino-Compton Center,W,6-5,6,5,1,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 18,home,Palomar,W,6-3,6,3,3,win,20140218_259q,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 20,home,Cerritos,L,4-3,4,3,1,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 22,home,Ventura,W,14-2,14,2,12,win,20140222_0ro1,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 25,home,LA Pierce,L,15-10,15,10,5,win,20140225_elql,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Feb 27,home,Riverside,W,7-3,7,3,4,win,20140227_rj31,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 3,home,Orange Coast,L,5-0,5,0,5,win,20140303_vw0r,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 4,home,Fullerton,W,11-3,11,3,8,win,20140304_k2tw,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 6,home,Saddleback,L,6-2,6,2,4,win,20140306_0zk3,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 8,home,Irvine Valley,W,9-5,9,5,4,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 11,home,Golden West,W,14-2,14,2,12,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 13,home,Cypress,L,5-4,5,4,1,win,20140313_06n3,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 18,home,Riverside,W,10-5,10,5,5,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 20,home,Riverside,W,5-2,5,2,3,win,20140320_c4qf,0,0,0,0,0.0,,,,0.00,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 22,home,Orange Coast,W,8-6,8,6,2,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 25,home,Orange Coast,L,5-4,5,4,1,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 27,home,Fullerton,W,16-9,16,9,7,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
Mar 28,home,Fullerton,L,7-6,7,6,1,win,,,,,,,,,,,,,2014,,Santa Ana,santaana,frankienogalesz41q,Frankie Nogales
