date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,San Bernardino Valley,L,9-5,9,5,4,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Jan 26,home,San Bernardino Valley,L,16-8,16,8,8,win,20190126_6oxa,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Jan 29,home,Oxnard,W,8-4,8,4,4,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 7,home,Citrus,W,16-2,16,2,14,win,20190207_o4g9,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 8,home,LA Harbor,W,10-5,10,5,5,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 10,home,San Joaquin Delta,L,7-6,7,6,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 12,home,LA Harbor,L,4-3,4,3,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 14,home,Santa Barbara,,,,,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 16,home,El Camino,L,3-1,3,1,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 16,home,Santa Barbara,,,,,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 19,home,El Camino,L,4-2,4,2,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 20,home,Citrus,W,9-5,9,5,4,win,20190220_v2lg,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 23,home,West LA,W,5-1,5,1,4,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 26,home,LA Pierce,W,5-3,5,3,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Feb 28,home,Bakersfield,W,5-3,5,3,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 1,home,LA Valley,W,8-4,8,4,4,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 4,home,Glendale,L,10-7,10,7,3,win,20190304_hisp,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 8,home,West LA,L,4-1,4,1,3,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 9,home,West LA,W,18-4,18,4,14,win,20190309_7mwi,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 12,home,West LA,L,7-4,7,4,3,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 14,home,LA Pierce,W,7-2,7,2,5,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 16,home,LA Pierce,W,13-2,13,2,11,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 19,home,LA Pierce,W,12-11,12,11,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 22,home,Bakersfield,L,6-3,6,3,3,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 23,home,Bakersfield,L,7-3,7,3,4,win,20190323_c61j,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 26,home,Bakersfield,L,12-4,12,4,8,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 28,home,LA Valley,W,11-1,11,1,10,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Mar 30,home,LA Valley,L,8-6,8,6,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 2,home,LA Valley,W,8-7,8,7,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 6,home,Grossmont,W,11-4,11,4,7,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 9,home,San Diego Mesa,L,13-1,13,1,12,win,20190409_pvqe,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 11,home,West LA,W,15-6,15,6,9,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 12,home,LA Pierce,W,8-7,8,7,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 13,home,El Camino,L,14-0,14,0,14,win,20190413_yt9x,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 16,home,Riverside,L,10-3,10,3,7,win,20190416_zrg5,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 17,home,Glendale,W,10-9,10,9,1,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 19,home,East Los Angeles,W,5-3,5,3,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 20,home,Oxnard,W,9-7,9,7,2,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 23,home,Bakersfield,W,10-8,10,8,2,win,20190423_nx2p,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 25,home,LA Valley,W,9-5,9,5,4,win,20190425_rylx,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
Apr 30,home,Southwestern,W,7-1,7,1,6,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
May 3,home,Orange Coast,L,8-1,8,1,7,win,,,,,,,,,,,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
May 4,home,Orange Coast,L,10-3,10,3,7,win,20190504_xw5u,0,0,0,0,0.0,,,,0.00,,,2019,,LA Mission,lamission,andressandovalmtup,Andres Sandoval
