date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,West Valley,L,8-0,8,0,8,win,20140130_ij2e,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Feb 15,home,Hartnell,L,8-3,8,3,5,win,20140215_mtd7,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Feb 17,home,Shasta,W,11-6,11,6,5,win,20140217_0di4,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Mar 7,home,Marin,W,8-1,8,1,7,win,20140307_p59n,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Mar 18,home,San Joaquin  Delta,L,12-1,12,1,11,win,20140318_fmvg,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Mar 20,home,San Joaquin  Delta,L,10-1,10,1,9,win,20140320_x9qx,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Mar 25,home,Cosumnes River,L,10-1,10,1,9,win,20140325_n4qk,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Mar 27,home,Cosumnes River,L,13-1,13,1,12,win,20140327_ds2v,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Apr 8,home,Santa Rosa,L,13-0,13,0,13,win,20140408_oo5x,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
Apr 11,home,Santa Rosa,L,8-1,8,1,7,win,20140411_cnlv,0,0,0,0,0.0,,,,0.00,,,2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano
